gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,cogsq,costat
001045,2000-03-31,2000,1,INDL,C,D,STD,AAL,USD,2000Q1,2000Q1,4077.0000,A
001045,2000-06-30,2000,2,INDL,C,D,STD,AAL,USD,2000Q2,2000Q2,4200.0000,A
001045,2000-09-30,2000,3,INDL,C,D,STD,AAL,USD,2000Q3,2000Q3,4377.0000,A
001045,2000-12-31,2000,4,INDL,C,D,STD,AAL,USD,2000Q4,2000Q4,4466.0000,A
001045,2001-03-31,2001,1,INDL,C,D,STD,AAL,USD,2001Q1,2001Q1,4451.0000,A
001045,2001-06-30,2001,2,INDL,C,D,STD,AAL,USD,2001Q2,2001Q2,5306.0000,A
001045,2001-09-30,2001,3,INDL,C,D,STD,AAL,USD,2001Q3,2001Q3,5183.0000,A
001045,2001-12-31,2001,4,INDL,C,D,STD,AAL,USD,2001Q4,2001Q4,4479.0000,A
001045,2002-03-31,2002,1,INDL,C,D,STD,AAL,USD,2002Q1,2002Q1,4551.0000,A
001045,2002-06-30,2002,2,INDL,C,D,STD,AAL,USD,2002Q2,2002Q2,4771.0000,A
001045,2002-09-30,2002,3,INDL,C,D,STD,AAL,USD,2002Q3,2002Q3,4797.0000,A
001045,2002-12-31,2002,4,INDL,C,D,STD,AAL,USD,2002Q4,2002Q4,4522.0000,A
001045,2003-03-31,2003,1,INDL,C,D,STD,AAL,USD,2003Q1,2003Q1,3943.0000,A
001045,2003-06-30,2003,2,INDL,C,D,STD,AAL,USD,2003Q2,2003Q2,3589.0000,A
001045,2003-09-30,2003,3,INDL,C,D,STD,AAL,USD,2003Q3,2003Q3,3525.0000,A
001045,2003-12-31,2003,4,INDL,C,D,STD,AAL,USD,2003Q4,2003Q4,3373.0000,A
001045,2004-03-31,2004,1,INDL,C,D,STD,AAL,USD,2004Q1,2004Q1,3562.0000,A
001045,2004-06-30,2004,2,INDL,C,D,STD,AAL,USD,2004Q2,2004Q2,3745.0000,A
001045,2004-09-30,2004,3,INDL,C,D,STD,AAL,USD,2004Q3,2004Q3,3897.0000,A
001045,2004-12-31,2004,4,INDL,C,D,STD,AAL,USD,2004Q4,2004Q4,3916.0000,A
001045,2005-03-31,2005,1,INDL,C,D,STD,AAL,USD,2005Q1,2005Q1,3820.0000,A
001045,2005-06-30,2005,2,INDL,C,D,STD,AAL,USD,2005Q2,2005Q2,4158.0000,A
001045,2005-09-30,2005,3,INDL,C,D,STD,AAL,USD,2005Q3,2005Q3,4428.0000,A
001045,2005-12-31,2005,4,INDL,C,D,STD,AAL,USD,2005Q4,2005Q4,4426.0000,A
001045,2006-03-31,2006,1,INDL,C,D,STD,AAL,USD,2006Q1,2006Q1,4293.0000,A
001045,2006-06-30,2006,2,INDL,C,D,STD,AAL,USD,2006Q2,2006Q2,4524.0000,A
001045,2006-09-30,2006,3,INDL,C,D,STD,AAL,USD,2006Q3,2006Q3,4605.0000,A
001045,2006-12-31,2006,4,INDL,C,D,STD,AAL,USD,2006Q4,2006Q4,4237.0000,A
001045,2007-03-31,2007,1,INDL,C,D,STD,AAL,USD,2007Q1,2007Q1,4185.0000,A
001045,2007-06-30,2007,2,INDL,C,D,STD,AAL,USD,2007Q2,2007Q2,4433.0000,A
001045,2007-09-30,2007,3,INDL,C,D,STD,AAL,USD,2007Q3,2007Q3,4583.0000,A
001045,2007-12-31,2007,4,INDL,C,D,STD,AAL,USD,2007Q4,2007Q4,4687.0000,A
001045,2008-03-31,2008,1,INDL,C,D,STD,AAL,USD,2008Q1,2008Q1,4841.0000,A
001045,2008-06-30,2008,2,INDL,C,D,STD,AAL,USD,2008Q2,2008Q2,5239.0000,A
001045,2008-09-30,2008,3,INDL,C,D,STD,AAL,USD,2008Q3,2008Q3,5525.0000,A
001045,2008-12-31,2008,4,INDL,C,D,STD,AAL,USD,2008Q4,2008Q4,4503.0000,A
001045,2009-03-31,2009,1,INDL,C,D,STD,AAL,USD,2009Q1,2009Q1,4070.0000,A
001045,2009-06-30,2009,2,INDL,C,D,STD,AAL,USD,2009Q2,2009Q2,4140.0000,A
001045,2009-09-30,2009,3,INDL,C,D,STD,AAL,USD,2009Q3,2009Q3,4303.0000,A
001045,2009-12-31,2009,4,INDL,C,D,STD,AAL,USD,2009Q4,2009Q4,4325.0000,A
001045,2010-03-31,2010,1,INDL,C,D,STD,AAL,USD,2010Q1,2010Q1,4360.0000,A
001045,2010-06-30,2010,2,INDL,C,D,STD,AAL,USD,2010Q2,2010Q2,4575.0000,A
001045,2010-09-30,2010,3,INDL,C,D,STD,AAL,USD,2010Q3,2010Q3,4567.0000,A
001045,2010-12-31,2010,4,INDL,C,D,STD,AAL,USD,2010Q4,2010Q4,4538.0000,A
001045,2011-03-31,2011,1,INDL,C,D,STD,AAL,USD,2011Q1,2011Q1,4758.0000,A
001045,2011-06-30,2011,2,INDL,C,D,STD,AAL,USD,2011Q2,2011Q2,5213.0000,A
001045,2011-09-30,2011,3,INDL,C,D,STD,AAL,USD,2011Q3,2011Q3,5325.0000,A
001045,2011-12-31,2011,4,INDL,C,D,STD,AAL,USD,2011Q4,2011Q4,5019.0000,A
001045,2012-03-31,2012,1,INDL,C,D,STD,AAL,USD,2012Q1,2012Q1,5152.0000,A
001045,2012-06-30,2012,2,INDL,C,D,STD,AAL,USD,2012Q2,2012Q2,5200.0000,A
001045,2012-09-30,2012,3,INDL,C,D,STD,AAL,USD,2012Q3,2012Q3,5190.0000,A
001045,2012-12-31,2012,4,INDL,C,D,STD,AAL,USD,2012Q4,2012Q4,4912.0000,A
001045,2013-03-31,2013,1,INDL,C,D,STD,AAL,USD,2013Q1,2013Q1,4582.0000,A
001045,2013-06-30,2013,2,INDL,C,D,STD,AAL,USD,2013Q2,2013Q2,4546.0000,A
001045,2013-09-30,2013,3,INDL,C,D,STD,AAL,USD,2013Q3,2013Q3,4703.0000,A
001045,2013-12-31,2013,4,INDL,C,D,STD,AAL,USD,2013Q4,2013Q4,5253.0000,A
001045,2014-03-31,2014,1,INDL,C,D,STD,AAL,USD,2014Q1,2014Q1,7382.0000,A
001045,2014-06-30,2014,2,INDL,C,D,STD,AAL,USD,2014Q2,2014Q2,7652.0000,A
001045,2014-09-30,2014,3,INDL,C,D,STD,AAL,USD,2014Q3,2014Q3,7642.0000,A
001045,2014-12-31,2014,4,INDL,C,D,STD,AAL,USD,2014Q4,2014Q4,6835.0000,A
001045,2015-03-31,2015,1,INDL,C,D,STD,AAL,USD,2015Q1,2015Q1,6337.0000,A
001045,2015-06-30,2015,2,INDL,C,D,STD,AAL,USD,2015Q2,2015Q2,6698.0000,A
001045,2015-09-30,2015,3,INDL,C,D,STD,AAL,USD,2015Q3,2015Q3,6444.0000,A
001045,2015-12-31,2015,4,INDL,C,D,STD,AAL,USD,2015Q4,2015Q4,6070.0000,A
001045,2016-03-31,2016,1,INDL,C,D,STD,AAL,USD,2016Q1,2016Q1,5999.0000,A
001045,2016-06-30,2016,2,INDL,C,D,STD,AAL,USD,2016Q2,2016Q2,6431.0000,A
001045,2016-09-30,2016,3,INDL,C,D,STD,AAL,USD,2016Q3,2016Q3,6660.0000,A
001045,2016-12-31,2016,4,INDL,C,D,STD,AAL,USD,2016Q4,2016Q4,6605.0000,A
001045,2017-03-31,2017,1,INDL,C,D,STD,AAL,USD,2017Q1,2017Q1,6774.0000,A
001045,2017-06-30,2017,2,INDL,C,D,STD,AAL,USD,2017Q2,2017Q2,7122.0000,A
001045,2017-09-30,2017,3,INDL,C,D,STD,AAL,USD,2017Q3,2017Q3,7226.0000,A
001045,2017-12-31,2017,4,INDL,C,D,STD,AAL,USD,2017Q4,2017Q4,7278.0000,A
001045,2018-03-31,2018,1,INDL,C,D,STD,AAL,USD,2018Q1,2018Q1,7396.0000,A
001045,2018-06-30,2018,2,INDL,C,D,STD,AAL,USD,2018Q2,2018Q2,7974.0000,A
001045,2018-09-30,2018,3,INDL,C,D,STD,AAL,USD,2018Q3,2018Q3,8230.0000,A
001045,2018-12-31,2018,4,INDL,C,D,STD,AAL,USD,2018Q4,2018Q4,7765.0000,A
001045,2019-03-31,2019,1,INDL,C,D,STD,AAL,USD,2019Q1,2019Q1,7646.0000,A
001045,2019-06-30,2019,2,INDL,C,D,STD,AAL,USD,2019Q2,2019Q2,8190.0000,A
001045,2019-09-30,2019,3,INDL,C,D,STD,AAL,USD,2019Q3,2019Q3,8264.0000,A
001045,2019-12-31,2019,4,INDL,C,D,STD,AAL,USD,2019Q4,2019Q4,7927.0000,A
001045,2020-03-31,2020,1,INDL,C,D,STD,AAL,USD,2020Q1,2020Q1,7541.0000,A
001045,2020-06-30,2020,2,INDL,C,D,STD,AAL,USD,2020Q2,2020Q2,4538.0000,A
001045,2020-09-30,2020,3,INDL,C,D,STD,AAL,USD,2020Q3,2020Q3,5191.0000,A
001045,2020-12-31,2020,4,INDL,C,D,STD,AAL,USD,2020Q4,2020Q4,5237.0000,A
001045,2021-03-31,2021,1,INDL,C,D,STD,AAL,USD,2021Q1,2021Q1,5820.0000,A
001045,2021-06-30,2021,2,INDL,C,D,STD,AAL,USD,2021Q2,2021Q2,6697.0000,A
001045,2021-09-30,2021,3,INDL,C,D,STD,AAL,USD,2021Q3,2021Q3,7448.0000,A
001045,2021-12-31,2021,4,INDL,C,D,STD,AAL,USD,2021Q4,2021Q4,8004.0000,A
001045,2022-03-31,2022,1,INDL,C,D,STD,AAL,USD,2022Q1,2022Q1,8276.0000,A
001045,2022-06-30,2022,2,INDL,C,D,STD,AAL,USD,2022Q2,2022Q2,9933.0000,A
001045,2022-09-30,2022,3,INDL,C,D,STD,AAL,USD,2022Q3,2022Q3,10064.0000,A
001045,2022-12-31,2022,4,INDL,C,D,STD,AAL,USD,2022Q4,2022Q4,9358.0000,A
001045,2023-03-31,2023,1,INDL,C,D,STD,AAL,USD,2023Q1,2023Q1,9274.0000,A
001045,2023-06-30,2023,2,INDL,C,D,STD,AAL,USD,2023Q2,2023Q2,9340.0000,A
001075,2000-03-31,2000,1,INDL,C,D,STD,PNW,USD,2000Q1,2000Q1,294.0930,A
001075,2000-06-30,2000,2,INDL,C,D,STD,PNW,USD,2000Q2,2000Q2,456.7600,A
001075,2000-09-30,2000,3,INDL,C,D,STD,PNW,USD,2000Q3,2000Q3,1252.0040,A
001075,2000-12-31,2000,4,INDL,C,D,STD,PNW,USD,2000Q4,2000Q4,614.3420,A
001075,2001-03-31,2001,1,INDL,C,D,STD,PNW,USD,2001Q1,2001Q1,697.9850,A
001075,2001-06-30,2001,2,INDL,C,D,STD,PNW,USD,2001Q2,2001Q2,526.6950,A
001075,2001-09-30,2001,3,INDL,C,D,STD,PNW,USD,2001Q3,2001Q3,754.0940,A
001075,2001-12-31,2001,4,INDL,C,D,STD,PNW,USD,2001Q4,2001Q4,311.2980,A
001075,2002-03-31,2002,1,INDL,C,D,STD,PNW,USD,2002Q1,2002Q1,281.4520,A
001075,2002-06-30,2002,2,INDL,C,D,STD,PNW,USD,2002Q2,2002Q2,335.8980,A
001075,2002-09-30,2002,3,INDL,C,D,STD,PNW,USD,2002Q3,2002Q3,411.4500,A
001075,2002-12-31,2002,4,INDL,C,D,STD,PNW,USD,2002Q4,2002Q4,486.4720,A
001075,2003-03-31,2003,1,INDL,C,D,STD,PNW,USD,2003Q1,2003Q1,377.9900,A
001075,2003-06-30,2003,2,INDL,C,D,STD,PNW,USD,2003Q2,2003Q2,419.2660,A
001075,2003-09-30,2003,3,INDL,C,D,STD,PNW,USD,2003Q3,2003Q3,523.3990,A
001075,2003-12-31,2003,4,INDL,C,D,STD,PNW,USD,2003Q4,2003Q4,529.7570,A
001075,2004-03-31,2004,1,INDL,C,D,STD,PNW,USD,2004Q1,2004Q1,380.1350,A
001075,2004-06-30,2004,2,INDL,C,D,STD,PNW,USD,2004Q2,2004Q2,480.0400,A
001075,2004-09-30,2004,3,INDL,C,D,STD,PNW,USD,2004Q3,2004Q3,544.4490,A
001075,2004-12-31,2004,4,INDL,C,D,STD,PNW,USD,2004Q4,2004Q4,514.8200,A
001075,2005-03-31,2005,1,INDL,C,D,STD,PNW,USD,2005Q1,2005Q1,402.5890,A
001075,2005-06-30,2005,2,INDL,C,D,STD,PNW,USD,2005Q2,2005Q2,491.1870,A
001075,2005-09-30,2005,3,INDL,C,D,STD,PNW,USD,2005Q3,2005Q3,564.7580,A
001075,2005-12-31,2005,4,INDL,C,D,STD,PNW,USD,2005Q4,2005Q4,527.9180,A
001075,2006-03-31,2006,1,INDL,C,D,STD,PNW,USD,2006Q1,2006Q1,525.4220,A
001075,2006-06-30,2006,2,INDL,C,D,STD,PNW,USD,2006Q2,2006Q2,644.5340,A
001075,2006-09-30,2006,3,INDL,C,D,STD,PNW,USD,2006Q3,2006Q3,675.6120,A
001075,2006-12-31,2006,4,INDL,C,D,STD,PNW,USD,2006Q4,2006Q4,578.6660,A
001075,2007-03-31,2007,1,INDL,C,D,STD,PNW,USD,2007Q1,2007Q1,537.4180,A
001075,2007-06-30,2007,2,INDL,C,D,STD,PNW,USD,2007Q2,2007Q2,611.6570,A
001075,2007-09-30,2007,3,INDL,C,D,STD,PNW,USD,2007Q3,2007Q3,621.7640,A
001075,2007-12-31,2007,4,INDL,C,D,STD,PNW,USD,2007Q4,2007Q4,558.9930,A
001075,2008-03-31,2008,1,INDL,C,D,STD,PNW,USD,2008Q1,2008Q1,556.4340,A
001075,2008-06-30,2008,2,INDL,C,D,STD,PNW,USD,2008Q2,2008Q2,606.7570,A
001075,2008-09-30,2008,3,INDL,C,D,STD,PNW,USD,2008Q3,2008Q3,689.4110,A
001075,2008-12-31,2008,4,INDL,C,D,STD,PNW,USD,2008Q4,2008Q4,544.5470,A
001075,2009-03-31,2009,1,INDL,C,D,STD,PNW,USD,2009Q1,2009Q1,483.3460,A
001075,2009-06-30,2009,2,INDL,C,D,STD,PNW,USD,2009Q2,2009Q2,545.7140,A
001075,2009-09-30,2009,3,INDL,C,D,STD,PNW,USD,2009Q3,2009Q3,618.6210,A
001075,2009-12-31,2009,4,INDL,C,D,STD,PNW,USD,2009Q4,2009Q4,510.6130,A
001075,2010-03-31,2010,1,INDL,C,D,STD,PNW,USD,2010Q1,2010Q1,454.6540,A
001075,2010-06-30,2010,2,INDL,C,D,STD,PNW,USD,2010Q2,2010Q2,498.4160,A
001075,2010-09-30,2010,3,INDL,C,D,STD,PNW,USD,2010Q3,2010Q3,612.2590,A
001075,2010-12-31,2010,4,INDL,C,D,STD,PNW,USD,2010Q4,2010Q4,494.5080,A
001075,2011-03-31,2011,1,INDL,C,D,STD,PNW,USD,2011Q1,2011Q1,506.4800,A
001075,2011-06-30,2011,2,INDL,C,D,STD,PNW,USD,2011Q2,2011Q2,496.1900,A
001075,2011-09-30,2011,3,INDL,C,D,STD,PNW,USD,2011Q3,2011Q3,583.4740,A
001075,2011-12-31,2011,4,INDL,C,D,STD,PNW,USD,2011Q4,2011Q4,481.6730,A
001075,2012-03-31,2012,1,INDL,C,D,STD,PNW,USD,2012Q1,2012Q1,472.5150,A
001075,2012-06-30,2012,2,INDL,C,D,STD,PNW,USD,2012Q2,2012Q2,523.4810,A
001075,2012-09-30,2012,3,INDL,C,D,STD,PNW,USD,2012Q3,2012Q3,561.1520,A
001075,2012-12-31,2012,4,INDL,C,D,STD,PNW,USD,2012Q4,2012Q4,488.5650,A
001075,2013-03-31,2013,1,INDL,C,D,STD,PNW,USD,2013Q1,2013Q1,495.9990,A
001075,2013-06-30,2013,2,INDL,C,D,STD,PNW,USD,2013Q2,2013Q2,549.7180,A
001075,2013-09-30,2013,3,INDL,C,D,STD,PNW,USD,2013Q3,2013Q3,629.3160,A
001075,2013-12-31,2013,4,INDL,C,D,STD,PNW,USD,2013Q4,2013Q4,517.5640,A
001075,2014-03-31,2014,1,INDL,C,D,STD,PNW,USD,2014Q1,2014Q1,509.3090,A
001075,2014-06-30,2014,2,INDL,C,D,STD,PNW,USD,2014Q2,2014Q2,547.0010,A
001075,2014-09-30,2014,3,INDL,C,D,STD,PNW,USD,2014Q3,2014Q3,647.2320,A
001075,2014-12-31,2014,4,INDL,C,D,STD,PNW,USD,2014Q4,2014Q4,559.4900,A
001075,2015-03-31,2015,1,INDL,C,D,STD,PNW,USD,2015Q1,2015Q1,482.5860,A
001075,2015-06-30,2015,2,INDL,C,D,STD,PNW,USD,2015Q2,2015Q2,535.9360,A
001075,2015-09-30,2015,3,INDL,C,D,STD,PNW,USD,2015Q3,2015Q3,628.4100,A
001075,2015-12-31,2015,4,INDL,C,D,STD,PNW,USD,2015Q4,2015Q4,499.4870,A
001075,2016-03-31,2016,1,INDL,C,D,STD,PNW,USD,2016Q1,2016Q1,507.5290,A
001075,2016-06-30,2016,2,INDL,C,D,STD,PNW,USD,2016Q2,2016Q2,560.5730,A
001075,2016-09-30,2016,3,INDL,C,D,STD,PNW,USD,2016Q3,2016Q3,595.2360,A
001075,2016-12-31,2016,4,INDL,C,D,STD,PNW,USD,2016Q4,2016Q4,493.5310,A
001075,2017-03-31,2017,1,INDL,C,D,STD,PNW,USD,2017Q1,2017Q1,482.6900,A
001075,2017-06-30,2017,2,INDL,C,D,STD,PNW,USD,2017Q2,2017Q2,521.5910,A
001075,2017-09-30,2017,3,INDL,C,D,STD,PNW,USD,2017Q3,2017Q3,589.8620,A
001075,2017-12-31,2017,4,INDL,C,D,STD,PNW,USD,2017Q4,2017Q4,527.2720,A
001075,2018-03-31,2018,1,INDL,C,D,STD,PNW,USD,2018Q1,2018Q1,516.5550,A
001075,2018-06-30,2018,2,INDL,C,D,STD,PNW,USD,2018Q2,2018Q2,586.5250,A
001075,2018-09-30,2018,3,INDL,C,D,STD,PNW,USD,2018Q3,2018Q3,688.7560,A
001075,2018-12-31,2018,4,INDL,C,D,STD,PNW,USD,2018Q4,2018Q4,543.3700,A
001075,2019-03-31,2019,1,INDL,C,D,STD,PNW,USD,2019Q1,2019Q1,531.7390,A
001075,2019-06-30,2019,2,INDL,C,D,STD,PNW,USD,2019Q2,2019Q2,525.5380,A
001075,2019-09-30,2019,3,INDL,C,D,STD,PNW,USD,2019Q3,2019Q3,638.0470,A
001075,2019-12-31,2019,4,INDL,C,D,STD,PNW,USD,2019Q4,2019Q4,512.9960,A
001075,2020-03-31,2020,1,INDL,C,D,STD,PNW,USD,2020Q1,2020Q1,467.4290,A
001075,2020-06-30,2020,2,INDL,C,D,STD,PNW,USD,2020Q2,2020Q2,515.2340,A
001075,2020-09-30,2020,3,INDL,C,D,STD,PNW,USD,2020Q3,2020Q3,646.7970,A
001075,2020-12-31,2020,4,INDL,C,D,STD,PNW,USD,2020Q4,2020Q4,554.9920,A
001075,2021-03-31,2021,1,INDL,C,D,STD,PNW,USD,2021Q1,2021Q1,491.1210,A
001075,2021-06-30,2021,2,INDL,C,D,STD,PNW,USD,2021Q2,2021Q2,563.1130,A
001075,2021-09-30,2021,3,INDL,C,D,STD,PNW,USD,2021Q3,2021Q3,715.3580,A
001075,2021-12-31,2021,4,INDL,C,D,STD,PNW,USD,2021Q4,2021Q4,578.0580,A
001075,2022-03-31,2022,1,INDL,C,D,STD,PNW,USD,2022Q1,2022Q1,542.4340,A
001075,2022-06-30,2022,2,INDL,C,D,STD,PNW,USD,2022Q2,2022Q2,652.0770,A
001075,2022-09-30,2022,3,INDL,C,D,STD,PNW,USD,2022Q3,2022Q3,861.9090,A
001075,2022-12-31,2022,4,INDL,C,D,STD,PNW,USD,2022Q4,2022Q4,782.8590,A
001075,2023-03-31,2023,1,INDL,C,D,STD,PNW,USD,2023Q1,2023Q1,702.3320,A
001075,2023-06-30,2023,2,INDL,C,D,STD,PNW,USD,2023Q2,2023Q2,743.3220,A
001078,2000-03-31,2000,1,INDL,C,D,STD,ABT,USD,2000Q1,2000Q1,1323.8860,A
001078,2000-06-30,2000,2,INDL,C,D,STD,ABT,USD,2000Q2,2000Q2,1267.0420,A
001078,2000-09-30,2000,3,INDL,C,D,STD,ABT,USD,2000Q3,2000Q3,1322.6220,A
001078,2000-12-31,2000,4,INDL,C,D,STD,ABT,USD,2000Q4,2000Q4,1497.6650,A
001078,2001-03-31,2001,1,INDL,C,D,STD,ABT,USD,2001Q1,2001Q1,1413.2500,A
001078,2001-06-30,2001,2,INDL,C,D,STD,ABT,USD,2001Q2,2001Q2,1636.0790,A
001078,2001-09-30,2001,3,INDL,C,D,STD,ABT,USD,2001Q3,2001Q3,1733.0260,A
001078,2001-12-31,2001,4,INDL,C,D,STD,ABT,USD,2001Q4,2001Q4,1500.2090,A
001078,2002-03-31,2002,1,INDL,C,D,STD,ABT,USD,2002Q1,2002Q1,1572.9560,A
001078,2002-06-30,2002,2,INDL,C,D,STD,ABT,USD,2002Q2,2002Q2,1889.6630,A
001078,2002-09-30,2002,3,INDL,C,D,STD,ABT,USD,2002Q3,2002Q3,1776.0330,A
001078,2002-12-31,2002,4,INDL,C,D,STD,ABT,USD,2002Q4,2002Q4,1878.2570,A
001078,2003-03-31,2003,1,INDL,C,D,STD,ABT,USD,2003Q1,2003Q1,1487.2620,A
001078,2003-06-30,2003,2,INDL,C,D,STD,ABT,USD,2003Q2,2003Q2,1589.7950,A
001078,2003-09-30,2003,3,INDL,C,D,STD,ABT,USD,2003Q3,2003Q3,1683.1390,A
001078,2003-12-31,2003,4,INDL,C,D,STD,ABT,USD,2003Q4,2003Q4,1782.6040,A
001078,2004-03-31,2004,1,INDL,C,D,STD,ABT,USD,2004Q1,2004Q1,1784.1270,A
001078,2004-06-30,2004,2,INDL,C,D,STD,ABT,USD,2004Q2,2004Q2,1663.4800,A
001078,2004-09-30,2004,3,INDL,C,D,STD,ABT,USD,2004Q3,2004Q3,1794.1160,A
001078,2004-12-31,2004,4,INDL,C,D,STD,ABT,USD,2004Q4,2004Q4,2217.7340,A
001078,2005-03-31,2005,1,INDL,C,D,STD,ABT,USD,2005Q1,2005Q1,2152.6510,A
001078,2005-06-30,2005,2,INDL,C,D,STD,ABT,USD,2005Q2,2005Q2,2270.8580,A
001078,2005-09-30,2005,3,INDL,C,D,STD,ABT,USD,2005Q3,2005Q3,2167.8210,A
001078,2005-12-31,2005,4,INDL,C,D,STD,ABT,USD,2005Q4,2005Q4,2420.8420,A
001078,2006-03-31,2006,1,INDL,C,D,STD,ABT,USD,2006Q1,2006Q1,1786.1120,A
001078,2006-06-30,2006,2,INDL,C,D,STD,ABT,USD,2006Q2,2006Q2,1923.0020,A
001078,2006-09-30,2006,3,INDL,C,D,STD,ABT,USD,2006Q3,2006Q3,1923.7770,A
001078,2006-12-31,2006,4,INDL,C,D,STD,ABT,USD,2006Q4,2006Q4,2126.5060,A
001078,2007-03-31,2007,1,INDL,C,D,STD,ABT,USD,2007Q1,2007Q1,2080.5870,A
001078,2007-06-30,2007,2,INDL,C,D,STD,ABT,USD,2007Q2,2007Q2,2242.8250,A
001078,2007-09-30,2007,3,INDL,C,D,STD,ABT,USD,2007Q3,2007Q3,2190.2600,A
001078,2007-12-31,2007,4,INDL,C,D,STD,ABT,USD,2007Q4,2007Q4,2527.4880,A
001078,2008-03-31,2008,1,INDL,C,D,STD,ABT,USD,2008Q1,2008Q1,2474.2180,A
001078,2008-06-30,2008,2,INDL,C,D,STD,ABT,USD,2008Q2,2008Q2,2576.8400,A
001078,2008-09-30,2008,3,INDL,C,D,STD,ABT,USD,2008Q3,2008Q3,2689.3090,A
001078,2008-12-31,2008,4,INDL,C,D,STD,ABT,USD,2008Q4,2008Q4,2686.8260,A
001078,2009-03-31,2009,1,INDL,C,D,STD,ABT,USD,2009Q1,2009Q1,2355.8760,A
001078,2009-06-30,2009,2,INDL,C,D,STD,ABT,USD,2009Q2,2009Q2,2539.6000,A
001078,2009-09-30,2009,3,INDL,C,D,STD,ABT,USD,2009Q3,2009Q3,2800.4730,A
001078,2009-12-31,2009,4,INDL,C,D,STD,ABT,USD,2009Q4,2009Q4,3120.8700,A
001078,2010-03-31,2010,1,INDL,C,D,STD,ABT,USD,2010Q1,2010Q1,2716.6030,A
001078,2010-06-30,2010,2,INDL,C,D,STD,ABT,USD,2010Q2,2010Q2,2800.7300,A
001078,2010-09-30,2010,3,INDL,C,D,STD,ABT,USD,2010Q3,2010Q3,2650.0920,A
001078,2010-12-31,2010,4,INDL,C,D,STD,ABT,USD,2010Q4,2010Q4,3215.4620,A
001078,2011-03-31,2011,1,INDL,C,D,STD,ABT,USD,2011Q1,2011Q1,3006.3160,A
001078,2011-06-30,2011,2,INDL,C,D,STD,ABT,USD,2011Q2,2011Q2,3016.0600,A
001078,2011-09-30,2011,3,INDL,C,D,STD,ABT,USD,2011Q3,2011Q3,3048.8640,A
001078,2011-12-31,2011,4,INDL,C,D,STD,ABT,USD,2011Q4,2011Q4,3106.4460,A
001078,2012-03-31,2012,1,INDL,C,D,STD,ABT,USD,2012Q1,2012Q1,1982.9530,A
001078,2012-06-30,2012,2,INDL,C,D,STD,ABT,USD,2012Q2,2012Q2,1693.9780,A
001078,2012-09-30,2012,3,INDL,C,D,STD,ABT,USD,2012Q3,2012Q3,1924.2740,A
001078,2012-12-31,2012,4,INDL,C,D,STD,ABT,USD,2012Q4,2012Q4,2206.7950,A
001078,2013-03-31,2013,1,INDL,C,D,STD,ABT,USD,2013Q1,2013Q1,2210.3720,A
001078,2013-06-30,2013,2,INDL,C,D,STD,ABT,USD,2013Q2,2013Q2,1826.6280,A
001078,2013-09-30,2013,3,INDL,C,D,STD,ABT,USD,2013Q3,2013Q3,1961.0000,A
001078,2013-12-31,2013,4,INDL,C,D,STD,ABT,USD,2013Q4,2013Q4,2060.0000,A
001078,2014-03-31,2014,1,INDL,C,D,STD,ABT,USD,2014Q1,2014Q1,1948.0000,A
001078,2014-06-30,2014,2,INDL,C,D,STD,ABT,USD,2014Q2,2014Q2,1994.0000,A
001078,2014-09-30,2014,3,INDL,C,D,STD,ABT,USD,2014Q3,2014Q3,2154.0000,A
001078,2014-12-31,2014,4,INDL,C,D,STD,ABT,USD,2014Q4,2014Q4,2102.0000,A
001078,2015-03-31,2015,1,INDL,C,D,STD,ABT,USD,2015Q1,2015Q1,1849.0000,A
001078,2015-06-30,2015,2,INDL,C,D,STD,ABT,USD,2015Q2,2015Q2,1995.0000,A
001078,2015-09-30,2015,3,INDL,C,D,STD,ABT,USD,2015Q3,2015Q3,1964.0000,A
001078,2015-12-31,2015,4,INDL,C,D,STD,ABT,USD,2015Q4,2015Q4,1914.0000,A
001078,2016-03-31,2016,1,INDL,C,D,STD,ABT,USD,2016Q1,2016Q1,1909.0000,A
001078,2016-06-30,2016,2,INDL,C,D,STD,ABT,USD,2016Q2,2016Q2,2060.0000,A
001078,2016-09-30,2016,3,INDL,C,D,STD,ABT,USD,2016Q3,2016Q3,2067.0000,A
001078,2016-12-31,2016,4,INDL,C,D,STD,ABT,USD,2016Q4,2016Q4,2074.0000,A
001078,2017-03-31,2017,1,INDL,C,D,STD,ABT,USD,2017Q1,2017Q1,2348.0000,A
001078,2017-06-30,2017,2,INDL,C,D,STD,ABT,USD,2017Q2,2017Q2,2430.0000,A
001078,2017-09-30,2017,3,INDL,C,D,STD,ABT,USD,2017Q3,2017Q3,2542.0000,A
001078,2017-12-31,2017,4,INDL,C,D,STD,ABT,USD,2017Q4,2017Q4,2865.0000,A
001078,2018-03-31,2018,1,INDL,C,D,STD,ABT,USD,2018Q1,2018Q1,2736.0000,A
001078,2018-06-30,2018,2,INDL,C,D,STD,ABT,USD,2018Q2,2018Q2,2879.0000,A
001078,2018-09-30,2018,3,INDL,C,D,STD,ABT,USD,2018Q3,2018Q3,2874.0000,A
001078,2018-12-31,2018,4,INDL,C,D,STD,ABT,USD,2018Q4,2018Q4,2888.0000,A
