PERMNO,date,TICKER,BIDLO,ASKHI,PRC,VOL
18542,01/31/2019,CAT,121.51000,136.86000,133.16000,1192819
18542,02/28/2019,CAT,128.60001,141.41000,137.34000,789580
18542,03/29/2019,CAT,129.77000,138.35001,135.49001,811098
18542,04/30/2019,CAT,136.13000,143.36000,139.42000,838954
18542,05/31/2019,CAT,119.81000,139.06000,119.81000,1079066
18542,06/28/2019,CAT,120.65000,136.28999,136.28999,800602
18542,07/31/2019,CAT,131.67000,139.64000,131.67000,903708
18542,08/30/2019,CAT,113.38000,126.79000,119.00000,892818
18542,09/30/2019,CAT,117.03000,133.78000,126.31000,801601
18542,10/31/2019,CAT,117.97000,141.33000,137.80000,1004839
18542,11/29/2019,CAT,141.52000,148.16000,144.73000,638287
18542,12/31/2019,CAT,140.06000,148.50000,147.67999,551493
18542,01/31/2020,CAT,131.35001,150.53000,131.35001,645215
18542,02/28/2020,CAT,123.27000,139.72000,124.24000,734189
18542,03/31/2020,CAT,91.85000,127.60000,116.04000,1576641
18542,04/30/2020,CAT,109.85000,127.40000,116.38000,1165673
18542,05/29/2020,CAT,104.48000,122.42000,120.13000,847725
18542,06/30/2020,CAT,120.50000,137.72000,126.50000,841560
18542,07/31/2020,CAT,125.73000,140.53000,132.88000,669587
18542,08/31/2020,CAT,131.52000,143.63000,142.31000,574089
18542,09/30/2020,CAT,144.38000,153.87000,149.14999,748559
18542,10/30/2020,CAT,146.71001,169.66000,157.05000,757494
18542,11/30/2020,CAT,155.23000,176.89999,173.59000,672845
18542,12/31/2020,CAT,173.25999,182.21001,182.02000,578967
18542,01/29/2021,CAT,180.63000,197.53999,182.84000,647628
18542,02/26/2021,CAT,184.72000,222.47000,215.88000,631536
18542,03/31/2021,CAT,212.77000,233.63000,231.87000,818438
18542,04/30/2021,CAT,227.47000,233.71001,228.11000,548340
18542,05/28/2021,CAT,228.17000,244.78999,241.08000,596144
18542,06/30/2021,CAT,208.86000,244.02000,217.63000,1033030
18542,07/30/2021,CAT,203.08000,218.58000,206.75000,680767
18542,08/31/2021,CAT,204.45000,221.66000,210.87000,724766
18542,09/30/2021,CAT,189.84000,211.78000,191.97000,779510
18542,10/29/2021,CAT,188.94000,204.19000,204.00999,720291
18542,11/30/2021,CAT,193.35001,214.25000,193.35001,710587
18542,12/31/2021,CAT,191.47000,207.33000,206.74001,577584
18542,01/31/2022,CAT,201.16000,229.87000,201.56000,899591
18542,02/28/2022,CAT,184.69000,205.35001,187.58000,676595
18542,03/31/2022,CAT,182.83000,223.71001,222.82001,931227
18542,04/29/2022,CAT,210.30000,235.08000,210.53999,671539
18542,05/31/2022,CAT,197.82001,222.59000,215.85001,616240
18542,06/30/2022,CAT,178.67000,229.80000,178.75999,711148
18542,07/29/2022,CAT,169.94000,198.25000,198.25000,545897
18542,08/31/2022,CAT,182.87000,198.88000,184.71001,595392
18542,09/30/2022,CAT,162.44000,192.39999,164.08000,593642
18542,10/31/2022,CAT,171.23000,219.34000,216.46001,696814
18542,11/30/2022,CAT,214.53999,237.25999,236.41000,690791
18542,12/30/2022,CAT,227.28999,243.14000,239.56000,609756
18592,05/31/2019,,,,,
18592,06/28/2019,CTVA,24.81000,29.57000,29.57000,2262260
18592,07/31/2019,CTVA,26.43000,29.68000,29.50000,952935
18592,08/30/2019,CTVA,28.34000,31.63000,29.32000,1080012
18592,09/30/2019,CTVA,27.64000,30.12000,28.00000,867380
18592,10/31/2019,CTVA,25.50000,27.55000,26.38000,982709
18592,11/29/2019,CTVA,24.98000,26.74000,26.02000,1222826
18592,12/31/2019,CTVA,24.65000,29.56000,29.56000,1654462
18592,01/31/2020,CTVA,27.16000,29.24000,28.92000,1214979
18592,02/28/2020,CTVA,27.20000,31.71000,27.20000,897946
18592,03/31/2020,CTVA,20.74000,28.90000,23.50000,1468989
18592,04/30/2020,CTVA,22.24000,27.93000,26.19000,927536
18592,05/29/2020,CTVA,22.77000,27.31000,27.31000,894233
18592,06/30/2020,CTVA,25.92000,30.65000,26.79000,1055539
18592,07/31/2020,CTVA,25.75000,28.81000,28.56000,801684
18592,08/31/2020,CTVA,25.32000,29.52000,28.55000,1160746
18592,09/30/2020,CTVA,27.46000,30.13000,28.81000,913684
18592,10/30/2020,CTVA,28.68000,34.08000,32.98000,926649
18592,11/30/2020,CTVA,32.78000,38.90000,38.32000,720607
18592,12/31/2020,CTVA,37.94000,39.68000,38.72000,746139
18592,01/29/2021,CTVA,38.35000,44.58000,39.86000,744155
18592,02/26/2021,CTVA,40.71000,46.68000,45.15000,630086
18592,03/31/2021,CTVA,43.85000,47.91000,46.62000,793479
18592,04/30/2021,CTVA,46.74000,49.56000,48.76000,535857
18592,05/28/2021,CTVA,44.13000,49.79000,45.50000,802687
18592,06/30/2021,CTVA,42.71000,45.98000,44.35000,698832
18592,07/30/2021,CTVA,40.93000,44.62000,42.78000,565248
18592,08/31/2021,CTVA,41.44000,46.06000,43.97000,774177
18592,09/30/2021,CTVA,41.40000,44.92000,42.08000,580103
18592,10/29/2021,CTVA,41.95000,44.13000,43.15000,486034
18592,11/30/2021,CTVA,42.84000,48.70000,45.00000,576436
18592,12/31/2021,CTVA,44.66000,48.11000,47.28000,569393
18592,01/31/2022,CTVA,45.44000,48.90000,48.08000,493751
18592,02/28/2022,CTVA,47.93000,52.03000,52.03000,731772
18592,03/31/2022,CTVA,50.08000,59.79000,57.48000,1153433
18592,04/29/2022,CTVA,56.63000,61.32000,57.69000,716221
18592,05/31/2022,CTVA,52.82000,63.17000,62.62000,1182781
18592,06/30/2022,CTVA,50.93000,62.54000,54.14000,996831
18592,07/29/2022,CTVA,51.49000,57.55000,57.55000,503503
18592,08/31/2022,CTVA,55.22000,63.24000,61.43000,631270
18592,09/30/2022,CTVA,57.15000,63.81000,57.15000,725249
18592,10/31/2022,CTVA,58.73000,66.02000,65.34000,671270
18592,11/30/2022,CTVA,64.77000,67.21000,67.16000,717226
18592,12/30/2022,CTVA,58.30000,67.31000,58.78000,568165
18724,05/31/2019,,,,,
18724,06/28/2019,AMCR,10.59000,11.51000,11.49000,4207935
18724,07/31/2019,AMCR,10.60000,11.68000,10.60000,1088768
18724,08/30/2019,AMCR,9.44000,10.61000,9.82000,1062952
18724,09/30/2019,AMCR,9.60000,10.22000,9.75000,1105654
18724,10/31/2019,AMCR,9.23000,9.72000,9.52000,1555351
18724,11/29/2019,AMCR,9.73000,10.30000,10.26000,1434877
18724,12/31/2019,AMCR,10.07000,10.95000,10.84000,1161594
18724,01/31/2020,AMCR,10.33000,10.90000,10.59000,1776987
18724,02/28/2020,AMCR,9.32000,11.02000,9.32000,1618702
18724,03/31/2020,AMCR,5.95000,9.79000,8.12000,3422841
18724,04/30/2020,AMCR,7.84000,9.24000,8.97000,1377909
18724,05/29/2020,AMCR,8.48000,10.21000,10.21000,1258673
18724,06/30/2020,AMCR,9.19000,10.88000,10.21000,3303859
18724,07/31/2020,AMCR,10.30000,10.90000,10.30000,1777909
18724,08/31/2020,AMCR,10.44000,11.31000,11.06000,1289654
18724,09/30/2020,AMCR,10.58000,11.43000,11.05000,1731425
18724,10/30/2020,AMCR,10.32000,11.50000,10.43000,1169810
18724,11/30/2020,AMCR,10.85000,12.15000,11.33000,1234936
18724,12/31/2020,AMCR,11.27000,11.77000,11.77000,1011684
18724,01/29/2021,AMCR,10.94000,11.78000,10.94000,1270410
18724,02/26/2021,AMCR,10.89000,11.50000,10.94000,1217073
18724,03/31/2021,AMCR,11.27000,11.93000,11.68000,1750360
18724,04/30/2021,AMCR,11.57000,11.98000,11.75000,1046261
18724,05/28/2021,AMCR,11.72000,12.49000,11.80000,1337258
18724,06/30/2021,AMCR,11.36000,12.24000,11.46000,1345317
18724,07/30/2021,AMCR,11.25000,11.64000,11.56000,1284002
18724,08/31/2021,AMCR,11.52000,12.85000,12.85000,1315143
18724,09/30/2021,AMCR,11.59000,12.75000,11.59000,1139466
18724,10/29/2021,AMCR,11.62000,12.16000,12.07000,1007499
18724,11/30/2021,AMCR,11.32000,12.39000,11.32000,1260603
18724,12/31/2021,AMCR,11.26000,12.04000,12.01000,1442835
18724,01/31/2022,AMCR,11.76000,12.41000,12.01000,1428186
18724,02/28/2022,AMCR,11.48000,12.20000,11.63000,1890795
18724,03/31/2022,AMCR,10.79000,11.67000,11.33000,1894821
18724,04/29/2022,AMCR,11.48000,12.14000,11.86000,1653732
18724,05/31/2022,AMCR,11.70000,13.33000,13.10000,3265448
18724,06/30/2022,AMCR,11.71000,13.49000,12.43000,2078408
18724,07/29/2022,AMCR,12.33000,13.04000,12.95000,1920050
18724,08/31/2022,AMCR,12.01000,13.29000,12.01000,2021870
18724,09/30/2022,AMCR,10.67000,12.37000,10.73000,1545693
18724,10/31/2022,AMCR,10.59000,11.75000,11.58000,1660588
18724,11/30/2022,AMCR,10.77000,12.35000,12.35000,1676262
18724,12/30/2022,AMCR,11.91000,12.56000,11.91000,1449596
18729,01/31/2019,CL,58.97000,64.68000,64.68000,1044044
18729,02/28/2019,CL,64.74000,66.90000,65.87000,720860
18729,03/29/2019,CL,65.11000,68.54000,68.54000,710905
18729,04/30/2019,CL,67.55000,72.79000,72.79000,673112
18729,05/31/2019,CL,69.62000,72.50000,69.62000,658084
18729,06/28/2019,CL,70.69000,73.99000,71.67000,674192
18729,07/31/2019,CL,71.28000,75.57000,71.74000,736294
18729,08/30/2019,CL,68.80000,74.20000,74.15000,673514
18729,09/30/2019,CL,69.43000,74.87000,73.51000,704898
18729,10/31/2019,CL,67.06000,72.07000,68.60000,775067
18729,11/29/2019,CL,65.41000,67.82000,67.82000,755940
18729,12/31/2019,CL,67.23000,69.18000,68.84000,745945
18729,01/31/2020,CL,67.55000,73.78000,73.78000,895926
18729,02/28/2020,CL,67.57000,77.35000,67.57000,910165
18729,03/31/2020,CL,59.89000,75.37000,66.36000,1785763
18729,04/30/2020,CL,65.55000,73.42000,70.27000,877684
18729,05/29/2020,CL,67.06000,72.33000,72.33000,896432
18729,06/30/2020,CL,70.75000,74.36000,73.26000,892292
18729,07/31/2020,CL,73.03000,77.20000,77.20000,749472
18729,08/31/2020,CL,75.86000,79.37000,79.26000,636509
18729,09/30/2020,CL,75.14000,79.47000,77.15000,661964
18729,10/30/2020,CL,76.67000,80.63000,78.89000,711846
18729,11/30/2020,CL,80.16000,85.93000,85.64000,814144
18729,12/31/2020,CL,84.19000,86.26000,85.51000,602475
18729,01/29/2021,CL,78.00000,84.52000,78.00000,1054636
18729,02/26/2021,CL,75.20000,79.87000,75.20000,770404
18729,03/31/2021,CL,74.44000,79.90000,78.83000,1267616
18729,04/30/2021,CL,78.55000,81.33000,80.70000,927928
18729,05/28/2021,CL,81.07000,84.59000,83.78000,749119
18729,06/30/2021,CL,80.25000,83.97000,81.35000,909470
18729,07/30/2021,CL,79.50000,84.39000,79.50000,868847
18729,08/31/2021,CL,77.31000,80.03000,77.95000,765905
18729,09/30/2021,CL,75.58000,78.52000,75.58000,768848
18729,10/29/2021,CL,74.42000,76.88000,76.19000,960003
18729,11/30/2021,CL,75.02000,78.48000,75.02000,762268
18729,12/31/2021,CL,75.39000,85.34000,85.34000,1017300
18729,01/31/2022,CL,81.39000,85.22000,82.45000,1105651
18729,02/28/2022,CL,75.58000,82.80000,76.95000,895777
18729,03/31/2022,CL,72.20000,77.40000,75.83000,1216368
18729,04/29/2022,CL,76.42000,82.10000,77.05000,1334782
18729,05/31/2022,CL,74.49000,78.86000,78.81000,1088439
18729,06/30/2022,CL,73.92000,80.38000,80.14000,963315
18729,07/29/2022,CL,75.61000,81.97000,78.74000,808843
18729,08/31/2022,CL,78.21000,83.27000,78.21000,972786
18729,09/30/2022,CL,70.25000,79.80000,70.25000,1031917
18729,10/31/2022,CL,68.48000,74.64000,73.84000,978115
18729,11/30/2022,CL,72.39000,77.48000,77.48000,741724
18729,12/30/2022,CL,77.12000,79.94000,78.79000,699077
19166,01/31/2019,FMC,73.00000,80.67000,79.80000,178578
19166,02/28/2019,FMC,82.26000,89.62000,89.50000,209394
19166,03/29/2019,FMC,74.47000,90.44000,76.82000,223139
19166,04/30/2019,FMC,78.94000,80.76000,79.06000,181263
19166,05/31/2019,FMC,70.92000,79.71000,73.45000,315757
19166,06/28/2019,FMC,74.75000,83.38000,82.95000,240937
19166,07/31/2019,FMC,81.54000,86.42000,86.42000,177761
19166,08/30/2019,FMC,81.62000,88.79000,86.33000,201654
19166,09/30/2019,FMC,85.10000,91.09000,87.68000,186095
19166,10/31/2019,FMC,79.04000,91.50000,91.50000,211172
19166,11/29/2019,FMC,95.01000,99.01000,97.96000,176752
19166,12/31/2019,FMC,96.91000,101.49000,99.82000,165444
19166,01/31/2020,FMC,93.82000,100.45000,95.59000,181072
19166,02/28/2020,FMC,92.36000,108.29000,93.10000,191062
19166,03/31/2020,FMC,59.82000,99.35000,81.69000,321141
19166,04/30/2020,FMC,70.88000,95.02000,91.90000,214021
19166,05/29/2020,FMC,88.02000,98.41000,98.41000,155706
19166,06/30/2020,FMC,94.89000,104.59000,99.62000,169104
19166,07/31/2020,FMC,97.89000,108.45000,106.05000,140914
19166,08/31/2020,FMC,105.74000,110.36000,106.86000,129417
19166,09/30/2020,FMC,104.05000,112.85000,105.91000,132365
19166,10/30/2020,FMC,102.30000,109.43000,102.74000,141335
19166,11/30/2020,FMC,104.65000,118.24000,116.01000,126224
19166,12/31/2020,FMC,112.65000,121.69000,114.93000,118420
19166,01/29/2021,FMC,107.54000,122.25000,108.29000,153922
19166,02/26/2021,FMC,101.69000,116.65000,101.69000,223662
19166,03/31/2021,FMC,100.77000,113.77000,110.61000,218631
19166,04/30/2021,FMC,110.75000,120.23000,118.24000,141143
19166,05/28/2021,FMC,114.95000,121.83000,116.69000,153304
19166,06/30/2021,FMC,108.20000,119.42000,108.20000,177698
19166,07/30/2021,FMC,103.11000,108.77000,106.95000,155653
19166,08/31/2021,FMC,87.77000,106.78000,93.63000,274440
19166,09/30/2021,FMC,91.56000,98.52000,91.56000,262903
19166,10/29/2021,FMC,87.81000,93.64000,91.01000,188913
19166,11/30/2021,FMC,93.42000,106.99000,100.19000,186655
19166,12/31/2021,FMC,100.17000,109.89000,109.89000,187532
19166,01/31/2022,FMC,107.35000,114.10000,110.37000,142774
19166,02/28/2022,FMC,108.22000,119.59000,117.25000,165818
19166,03/31/2022,FMC,116.09000,136.55000,131.57001,302346
19166,04/29/2022,FMC,130.67000,139.49001,132.53999,183839
19166,05/31/2022,FMC,112.67000,131.78000,122.58000,247285
19166,06/30/2022,FMC,103.69000,125.55000,107.01000,185533
19166,07/29/2022,FMC,100.04000,111.10000,111.10000,147321
19166,08/31/2022,FMC,106.05000,117.59000,108.08000,159185
19166,09/30/2022,FMC,103.29000,113.06000,105.70000,172532
19166,10/31/2022,FMC,109.11000,118.90000,118.90000,192108
19166,11/30/2022,FMC,119.58000,130.64000,130.64000,166184
19166,12/30/2022,FMC,122.76000,134.36000,124.80000,152296
19285,03/31/2020,,,,,
19285,04/30/2020,CARR,12.89000,17.71000,17.71000,4490614
19285,05/29/2020,CARR,15.97000,20.47000,20.47000,2209020
19285,06/30/2020,CARR,20.97000,24.37000,22.22000,1781264
19285,07/31/2020,CARR,22.61000,27.35000,27.24000,1483077
19285,08/31/2020,CARR,27.62000,31.03000,29.85000,798344
19285,09/30/2020,CARR,29.11000,30.79000,30.54000,1034112
19285,10/30/2020,CARR,30.77000,34.93000,33.39000,934756
19285,11/30/2020,CARR,35.10000,40.50000,38.07000,1389226
19285,12/31/2020,CARR,36.62000,38.79000,37.72000,932144
19285,01/29/2021,CARR,36.23000,41.74000,38.50000,1116156
19285,02/26/2021,CARR,36.14000,39.70000,36.53000,987655
19285,03/31/2021,CARR,35.52000,42.36000,42.22000,1495570
19285,04/30/2021,CARR,42.02000,44.96000,43.58000,1333864
19285,05/28/2021,CARR,42.43000,45.93000,45.93000,1269180
19285,06/30/2021,CARR,45.05000,48.71000,48.60000,1108074
19285,07/30/2021,CARR,48.05000,55.25000,55.25000,944645
19285,08/31/2021,CARR,54.61000,58.32000,57.60000,788474
19285,09/30/2021,CARR,51.69000,57.92000,51.76000,1060562
19285,10/29/2021,CARR,50.30000,54.66000,52.23000,724148
19285,11/30/2021,CARR,51.97000,57.15000,54.12000,759501
19285,12/31/2021,CARR,50.91000,56.64000,54.24000,706008
19285,01/31/2022,CARR,46.09000,53.82000,47.68000,931522
19285,02/28/2022,CARR,43.84000,47.98000,44.88000,1074835
19285,03/31/2022,CARR,42.91000,48.08000,45.87000,1123830
19285,04/29/2022,CARR,38.27000,46.04000,38.27000,926270
19285,05/31/2022,CARR,37.36000,40.23000,39.31000,1248103
19285,06/30/2022,CARR,34.41000,40.08000,35.66000,1055086
19285,07/29/2022,CARR,35.55000,40.53000,40.53000,776500
19285,08/31/2022,CARR,39.12000,44.41000,39.12000,993651
19285,09/30/2022,CARR,35.28000,42.29000,35.56000,879093
19285,10/31/2022,CARR,34.06000,39.95000,39.76000,1132792
19285,11/30/2022,CARR,39.12000,44.44000,44.32000,798983
19285,12/30/2022,CARR,40.96000,44.93000,41.25000,699141
19286,03/31/2020,,,,,
19286,04/30/2020,OTIS,44.09000,51.15000,50.91000,1800133
19286,05/29/2020,OTIS,48.00000,53.18000,52.65000,840355
19286,06/30/2020,OTIS,54.08000,61.26000,56.86000,800240
19286,07/31/2020,OTIS,55.78000,64.30000,62.74000,649231
19286,08/31/2020,OTIS,62.61000,65.21000,62.90000,383686
19286,09/30/2020,OTIS,59.41000,65.34000,62.42000,478146
19286,10/30/2020,OTIS,58.99000,65.69000,61.28000,393911
19286,11/30/2020,OTIS,62.14000,67.40000,66.94000,380134
19286,12/31/2020,OTIS,62.78000,67.55000,67.55000,382472
19286,01/29/2021,OTIS,62.24000,67.78000,64.65000,561096
19286,02/26/2021,OTIS,62.69000,65.31000,63.71000,550782
19286,03/31/2021,OTIS,63.95000,69.91000,68.45000,515081
19286,04/30/2021,OTIS,69.23000,79.00000,77.87000,642473
19286,05/28/2021,OTIS,76.13000,79.01000,78.33000,601926
19286,06/30/2021,OTIS,78.27000,82.08000,81.77000,462363
19286,07/30/2021,OTIS,82.08000,89.55000,89.55000,364619
19286,08/31/2021,OTIS,89.73000,92.37000,92.22000,405478
19286,09/30/2021,OTIS,82.00000,92.06000,82.28000,597252
19286,10/29/2021,OTIS,79.72000,85.63000,80.31000,485649
19286,11/30/2021,OTIS,80.40000,86.26000,80.40000,422142
19286,12/31/2021,OTIS,80.45000,87.07000,87.07000,417594
19286,01/31/2022,OTIS,81.52000,86.95000,85.43000,599084
19286,02/28/2022,OTIS,74.69000,84.07000,78.33000,617974
19286,03/31/2022,OTIS,71.98000,79.18000,76.95000,629672
19286,04/29/2022,OTIS,72.37000,77.54000,72.84000,454997
19286,05/31/2022,OTIS,72.21000,76.60000,74.40000,621848
19286,06/30/2022,OTIS,67.88000,76.49000,70.67000,462484
19286,07/29/2022,OTIS,68.40000,78.17000,78.17000,481838
19286,08/31/2022,OTIS,72.22000,81.75000,72.22000,428321
19286,09/30/2022,OTIS,63.80000,73.80000,63.80000,431142
19286,10/31/2022,OTIS,64.12000,71.69000,70.64000,417887
19286,11/30/2022,OTIS,70.21000,78.71000,78.09000,487461
19286,12/30/2022,OTIS,77.40000,80.95000,78.31000,389849
19350,01/31/2019,DE,144.05000,164.61000,164.00000,475438
19350,02/28/2019,DE,157.25999,165.97000,164.03999,459700
19350,03/29/2019,DE,155.94000,165.82001,159.84000,360280
19350,04/30/2019,DE,158.63000,169.14999,165.63000,304958
19350,05/31/2019,DE,134.82001,166.91000,140.17000,587782
19350,06/28/2019,DE,143.28999,166.88000,165.71001,415816
19350,07/31/2019,DE,160.81000,170.39000,165.64999,366255
19350,08/30/2019,DE,143.17000,161.21001,154.91000,482243
19350,09/30/2019,DE,150.82001,168.67999,168.67999,379466
19350,10/31/2019,DE,163.25000,175.14999,174.14000,444575
19350,11/29/2019,DE,168.05000,179.80000,168.05000,406475
19350,12/31/2019,DE,163.50000,175.81000,173.25999,308561
19350,01/31/2020,DE,158.58000,177.60001,158.58000,322830
19350,02/28/2020,DE,156.48000,177.42999,156.48000,369312
19350,03/31/2020,DE,111.15000,164.03999,138.16000,606135
19350,04/30/2020,DE,129.95000,147.10001,145.06000,420837
19350,05/29/2020,DE,125.82000,153.36000,152.12000,389324
19350,06/30/2020,DE,149.03999,168.81000,157.14999,343556
19350,07/31/2020,DE,156.85001,180.25000,176.31000,270526
19350,08/31/2020,DE,177.62000,211.00999,210.06000,381703
19350,09/30/2020,DE,210.24001,221.97000,221.63000,361160
19350,10/30/2020,DE,219.03999,240.06000,225.91000,277271
19350,11/30/2020,DE,231.70000,261.95001,261.62000,356696
19350,12/31/2020,DE,252.00999,270.70001,269.04999,325961
19350,01/29/2021,DE,267.64001,305.50000,288.79999,331246
19350,02/26/2021,DE,292.20999,349.12000,349.12000,374812
19350,03/31/2021,DE,337.95001,380.41000,374.14001,447057
19350,04/30/2021,DE,368.35999,383.07001,370.85001,268216
19350,05/28/2021,DE,355.22000,394.22000,361.10001,375661
19350,06/30/2021,DE,328.38000,364.60999,352.70999,483306
19350,07/30/2021,DE,334.95001,361.59000,361.59000,279574
19350,08/31/2021,DE,351.42999,386.07999,378.03000,304054
19350,09/30/2021,DE,335.07001,389.34000,335.07001,428058
19350,10/29/2021,DE,329.00000,352.72000,342.31000,302288
19350,11/30/2021,DE,343.04999,367.85999,345.54001,397887
19350,12/31/2021,DE,338.66000,361.92001,342.89001,330064
19350,01/31/2022,DE,350.10999,383.91000,376.39999,402659
19350,02/28/2022,DE,337.51999,395.39999,360.01999,420028
19350,03/31/2022,DE,358.64999,436.45001,415.45999,579328
19350,04/29/2022,DE,377.54999,438.45001,377.54999,323418
19350,05/31/2022,DE,313.31000,396.35001,357.78000,458997
19350,06/30/2022,DE,297.51001,367.84000,299.47000,364949
19350,07/29/2022,DE,289.14001,343.17999,343.17999,278343
19350,08/31/2022,DE,333.20999,388.14999,365.25000,362260
19350,09/30/2022,DE,332.23999,374.03000,333.89001,269602
19350,10/31/2022,DE,344.04999,396.85001,395.82001,276493
19350,11/30/2022,DE,385.95001,441.47000,441.00000,392556
19350,12/30/2022,DE,428.64001,445.60999,428.76001,279958
19393,01/31/2019,BMY,45.12000,52.43000,49.37000,4514582
19393,02/28/2019,BMY,49.71000,51.67000,51.66000,3621540
19393,03/29/2019,BMY,47.49000,53.80000,47.71000,4221035
19393,04/30/2019,BMY,44.62000,47.09000,46.43000,3737491
19393,05/31/2019,BMY,45.37000,48.62000,45.37000,2925900
19393,06/28/2019,BMY,44.92000,49.34000,45.35000,2685897
19393,07/31/2019,BMY,42.77000,46.68000,44.41000,3047513
19393,08/30/2019,BMY,45.20000,48.66000,48.07000,2656485
19393,09/30/2019,BMY,48.04000,50.71000,50.71000,1816560
19393,10/31/2019,BMY,49.21000,57.37000,57.37000,2776096
19393,11/29/2019,BMY,56.17000,58.79000,56.94000,5104644
19393,12/31/2019,BMY,57.41000,64.19000,64.19000,3339867
19393,01/31/2020,BMY,62.78000,67.43000,62.95000,3137446
19393,02/28/2020,BMY,59.06000,67.10000,59.06000,2539065
19393,03/31/2020,BMY,46.40000,61.48000,55.74000,4465214
19393,04/30/2020,BMY,54.82000,62.56000,60.81000,3111627
19393,05/29/2020,BMY,59.72000,64.09000,59.72000,3466607
19393,06/30/2020,BMY,55.10000,61.43000,58.80000,3653643
19393,07/31/2020,BMY,57.43000,60.39000,58.66000,2166630
19393,08/31/2020,BMY,59.10000,63.64000,62.20000,1897857
19393,09/30/2020,BMY,57.77000,61.60000,60.29000,2273680
19393,10/30/2020,BMY,57.74000,61.83000,58.45000,2219089
19393,11/30/2020,BMY,59.49000,65.43000,62.40000,2260634
19393,12/31/2020,BMY,59.97000,63.12000,62.03000,2135007
19393,01/29/2021,BMY,61.38000,66.74000,61.43000,2369653
19393,02/26/2021,BMY,59.40000,62.94000,61.33000,2641972
19393,03/31/2021,BMY,59.34000,64.07000,63.13000,2843929
19393,04/30/2021,BMY,61.91000,66.32000,62.42000,2368737
19393,05/28/2021,BMY,63.48000,67.29000,65.72000,1906300
19393,06/30/2021,BMY,63.70000,67.42000,66.82000,2198705
19393,07/30/2021,BMY,66.36000,68.73000,67.87000,1815523
19393,08/31/2021,BMY,66.60000,69.31000,66.86000,1522952
19393,09/30/2021,BMY,59.17000,66.12000,59.17000,2207874
19393,10/29/2021,BMY,56.49000,59.51000,58.40000,2539791
19393,11/30/2021,BMY,53.63000,59.62000,53.63000,2727853
19393,12/31/2021,BMY,54.95000,62.52000,62.35000,3042497
19393,01/31/2022,BMY,61.48000,65.48000,64.89000,2639677
19393,02/28/2022,BMY,64.07000,68.80000,68.67000,3045035
19393,03/31/2022,BMY,67.74000,73.72000,73.03000,3536978
19393,04/29/2022,BMY,73.79000,77.77000,75.27000,3011736
19393,05/31/2022,BMY,75.05000,78.22000,75.45000,3321310
19393,06/30/2022,BMY,72.62000,79.98000,77.00000,2776426
19393,07/29/2022,BMY,72.82000,76.84000,73.78000,1925814
19393,08/31/2022,BMY,66.75000,75.57000,67.41000,2005071
19393,09/30/2022,BMY,68.61000,72.36000,71.09000,2277550
19393,10/31/2022,BMY,68.48000,77.47000,77.47000,1850418
19393,11/30/2022,BMY,75.96000,80.28000,80.28000,1993388
19393,12/30/2022,BMY,71.95000,81.13000,71.95000,1871926
19502,01/31/2019,WBA,67.33000,72.48000,72.26000,1104058
19502,02/28/2019,WBA,70.12000,74.43000,71.19000,932570
19502,03/29/2019,WBA,59.79000,66.61000,63.27000,1516652
19502,04/30/2019,WBA,52.68000,63.49000,53.57000,2012617
19502,05/31/2019,WBA,49.34000,54.08000,49.34000,1114750
19502,06/28/2019,WBA,49.91000,54.67000,54.67000,1218126
19502,07/31/2019,WBA,53.94000,55.89000,54.49000,932437
19502,08/30/2019,WBA,49.29000,54.07000,51.19000,1031639
19502,09/30/2019,WBA,50.43000,58.06000,55.31000,1005763
19502,10/31/2019,WBA,52.07500,56.27000,54.78000,1048221
19502,11/29/2019,WBA,57.38000,62.72000,59.60000,1630295
19502,12/31/2019,WBA,57.09000,59.27000,58.96000,881154
19502,01/31/2020,WBA,50.85000,59.59000,50.85000,1214593
19502,02/28/2020,WBA,45.76000,54.47000,45.76000,1047583
19502,03/31/2020,WBA,41.02000,52.81000,45.75000,2227500
19502,04/30/2020,WBA,40.32000,46.38000,43.29000,1424178
19502,05/29/2020,WBA,38.35000,42.97000,42.94000,1522084
19502,06/30/2020,WBA,40.75000,47.02000,42.39000,1300179
19502,07/31/2020,WBA,39.01000,43.16000,40.71000,1641371
19502,08/31/2020,WBA,38.02000,42.86000,38.02000,1174474
19502,09/30/2020,WBA,34.67000,37.21000,35.92000,1606295
19502,10/30/2020,WBA,33.52000,38.04000,34.04000,1472227
19502,11/30/2020,WBA,35.79000,44.10000,38.01000,1956144
19502,12/31/2020,WBA,38.46000,43.41000,39.88000,1528004
19502,01/29/2021,WBA,41.16000,51.18000,50.25000,1624994
19502,02/26/2021,WBA,47.93000,51.61000,47.93000,972009
19502,03/31/2021,WBA,46.86000,55.05000,54.90000,1457115
19502,04/30/2021,WBA,52.40000,56.80000,53.10000,1030698
19502,05/28/2021,WBA,52.01000,55.30000,52.66000,1042521
19502,06/30/2021,WBA,50.84000,55.31000,52.61000,977702
19502,07/30/2021,WBA,45.58000,48.71000,47.15000,1594796
19502,08/31/2021,WBA,46.54000,50.75000,50.75000,1038755
19502,09/30/2021,WBA,47.05000,51.78000,47.05000,1075000
19502,10/29/2021,WBA,46.69000,50.77000,47.02000,1372729
19502,11/30/2021,WBA,44.80000,50.20000,44.80000,1307789
19502,12/31/2021,WBA,43.72000,52.25000,52.16000,1245110
