permno,adate,qdate,public_date,GProf,TICKER
26607,2015-12-31,2016-09-30,2016-12-31,0.178,BH
26607,2015-12-31,2016-09-30,2017-01-31,0.178,BH
26607,2016-12-31,2016-12-31,2017-02-28,0.165,BH
26607,2016-12-31,2016-12-31,2017-03-31,0.165,BH
26607,2016-12-31,2016-12-31,2017-04-30,0.165,BH
26607,2016-12-31,2017-03-31,2017-05-31,0.167,BH
26607,2016-12-31,2017-03-31,2017-06-30,0.167,BH
26607,2016-12-31,2017-03-31,2017-07-31,0.167,BH
26607,2016-12-31,2017-06-30,2017-08-31,0.159,BH
26607,2016-12-31,2017-06-30,2017-09-30,0.159,BH
26607,2016-12-31,2017-06-30,2017-10-31,0.159,BH
26607,2016-12-31,2017-09-30,2017-11-30,0.149,BH
26607,2016-12-31,2017-09-30,2017-12-31,0.149,BH
26607,2016-12-31,2017-09-30,2018-01-31,0.149,BH
26607,2017-12-31,2017-12-31,2018-02-28,0.143,BH
26607,2017-12-31,2017-12-31,2018-03-31,0.143,BH
26607,2017-12-31,2017-12-31,2018-04-30,0.143,BH
26607,2017-12-31,2018-03-31,2018-05-31,0.142,BH
26607,2017-12-31,2018-03-31,2018-06-30,0.142,BH
26710,2008-12-31,2009-09-30,2010-01-31,0.005,L
26710,2009-12-31,2009-12-31,2010-02-28,0.039,L
26710,2009-12-31,2009-12-31,2010-03-31,0.039,L
26710,2009-12-31,2009-12-31,2010-04-30,0.039,L
26710,2009-12-31,2010-03-31,2010-05-31,0.052,L
26710,2009-12-31,2010-03-31,2010-06-30,0.052,L
26710,2009-12-31,2010-03-31,2010-07-31,0.052,L
26710,2009-12-31,2010-06-30,2010-08-31,0.053,L
26710,2009-12-31,2010-06-30,2010-09-30,0.053,L
26710,2009-12-31,2010-06-30,2010-10-31,0.053,L
26710,2009-12-31,2010-09-30,2010-11-30,0.044,L
26710,2009-12-31,2010-09-30,2010-12-31,0.044,L
26710,2009-12-31,2010-09-30,2011-01-31,0.044,L
26710,2010-12-31,2010-12-31,2011-02-28,0.056,L
26710,2010-12-31,2010-12-31,2011-03-31,0.056,L
26710,2010-12-31,2010-12-31,2011-04-30,0.056,L
26710,2010-12-31,2011-03-31,2011-05-31,0.043,L
26710,2010-12-31,2011-03-31,2011-06-30,0.043,L
26710,2010-12-31,2011-03-31,2011-07-31,0.043,L
26710,2010-12-31,2011-06-30,2011-08-31,0.040,L
26710,2010-12-31,2011-06-30,2011-09-30,0.040,L
26710,2010-12-31,2011-06-30,2011-10-31,0.040,L
26710,2010-12-31,2011-09-30,2011-11-30,0.043,L
26710,2010-12-31,2011-09-30,2011-12-31,0.043,L
26710,2010-12-31,2011-09-30,2012-01-31,0.043,L
26710,2011-12-31,2011-12-31,2012-02-29,0.048,L
26710,2011-12-31,2011-12-31,2012-03-31,0.048,L
26710,2011-12-31,2011-12-31,2012-04-30,0.048,L
26710,2011-12-31,2012-03-31,2012-05-31,0.036,L
26710,2011-12-31,2012-03-31,2012-06-30,0.036,L
26710,2011-12-31,2012-03-31,2012-07-31,0.036,L
26710,2011-12-31,2012-06-30,2012-08-31,0.031,L
26710,2011-12-31,2012-06-30,2012-09-30,0.031,L
26710,2011-12-31,2012-06-30,2012-10-31,0.031,L
26710,2011-12-31,2012-09-30,2012-11-30,0.030,L
26710,2011-12-31,2012-09-30,2012-12-31,0.030,L
26710,2011-12-31,2012-09-30,2013-01-31,0.030,L
26710,2012-12-31,2012-12-31,2013-02-28,0.034,L
26710,2012-12-31,2012-12-31,2013-03-31,0.034,L
26710,2012-12-31,2012-12-31,2013-04-30,0.034,L
26710,2012-12-31,2013-03-31,2013-05-31,0.023,L
26710,2012-12-31,2013-03-31,2013-06-30,0.023,L
26710,2012-12-31,2013-03-31,2013-07-31,0.023,L
26710,2012-12-31,2013-06-30,2013-08-31,0.027,L
26710,2012-12-31,2013-06-30,2013-09-30,0.027,L
26710,2012-12-31,2013-06-30,2013-10-31,0.027,L
26710,2012-12-31,2013-09-30,2013-11-30,0.029,L
26710,2012-12-31,2013-09-30,2013-12-31,0.029,L
26710,2012-12-31,2013-09-30,2014-01-31,0.029,L
26710,2013-12-31,2013-12-31,2014-02-28,0.042,L
26710,2013-12-31,2013-12-31,2014-03-31,0.042,L
26710,2013-12-31,2013-12-31,2014-04-30,0.042,L
26710,2013-12-31,2014-03-31,2014-05-31,0.034,L
26710,2013-12-31,2014-03-31,2014-06-30,0.034,L
26710,2013-12-31,2014-03-31,2014-07-31,0.034,L
26710,2013-12-31,2014-06-30,2014-08-31,0.033,L
26710,2013-12-31,2014-06-30,2014-09-30,0.033,L
26710,2013-12-31,2014-06-30,2014-10-31,0.033,L
26710,2013-12-31,2014-09-30,2014-11-30,0.030,L
26710,2013-12-31,2014-09-30,2014-12-31,0.030,L
26710,2013-12-31,2014-09-30,2015-01-31,0.030,L
26710,2014-12-31,2014-12-31,2015-02-28,0.041,L
26710,2014-12-31,2014-12-31,2015-03-31,0.041,L
26710,2014-12-31,2014-12-31,2015-04-30,0.041,L
26710,2014-12-31,2015-03-31,2015-05-31,0.024,L
26710,2014-12-31,2015-03-31,2015-06-30,0.024,L
26710,2014-12-31,2015-03-31,2015-07-31,0.024,L
26710,2014-12-31,2015-06-30,2015-08-31,0.022,L
26710,2014-12-31,2015-06-30,2015-09-30,0.022,L
26710,2014-12-31,2015-06-30,2015-10-31,0.022,L
26710,2014-12-31,2015-09-30,2015-11-30,0.023,L
26710,2014-12-31,2015-09-30,2015-12-31,0.023,L
26710,2014-12-31,2015-09-30,2016-01-31,0.023,L
26710,2015-12-31,2015-12-31,2016-02-29,0.022,L
26710,2015-12-31,2015-12-31,2016-03-31,0.022,L
26710,2015-12-31,2015-12-31,2016-04-30,0.022,L
26710,2015-12-31,2016-03-31,2016-05-31,0.011,L
26710,2015-12-31,2016-03-31,2016-06-30,0.011,L
26710,2015-12-31,2016-03-31,2016-07-31,0.011,L
26710,2015-12-31,2016-06-30,2016-08-31,0.004,L
26710,2015-12-31,2016-06-30,2016-09-30,0.004,L
26710,2015-12-31,2016-06-30,2016-10-31,0.004,L
26710,2015-12-31,2016-09-30,2016-11-30,0.006,L
26710,2015-12-31,2016-09-30,2016-12-31,0.006,L
26710,2015-12-31,2016-09-30,2017-01-31,0.006,L
26710,2016-12-31,2016-12-31,2017-02-28,0.030,L
26710,2016-12-31,2016-12-31,2017-03-31,0.030,L
26710,2016-12-31,2016-12-31,2017-04-30,0.030,L
26710,2016-12-31,2017-03-31,2017-05-31,0.022,L
26710,2016-12-31,2017-03-31,2017-06-30,0.022,L
26710,2016-12-31,2017-03-31,2017-07-31,0.022,L
26710,2016-12-31,2017-06-30,2017-08-31,0.030,L
26710,2016-12-31,2017-06-30,2017-09-30,0.030,L
26710,2016-12-31,2017-06-30,2017-10-31,0.030,L
26710,2016-12-31,2017-09-30,2017-11-30,0.026,L
26710,2016-12-31,2017-09-30,2017-12-31,0.026,L
26710,2016-12-31,2017-09-30,2018-01-31,0.026,L
26710,2017-12-31,2017-12-31,2018-02-28,0.036,L
26710,2017-12-31,2017-12-31,2018-03-31,0.036,L
26710,2017-12-31,2017-12-31,2018-04-30,0.036,L
26710,2017-12-31,2018-03-31,2018-05-31,0.024,L
26710,2017-12-31,2018-03-31,2018-06-30,0.024,L
26710,2017-12-31,2018-03-31,2018-07-31,0.024,L
26710,2017-12-31,2018-06-30,2018-08-31,0.022,L
26710,2017-12-31,2018-06-30,2018-09-30,0.022,L
26710,2017-12-31,2018-06-30,2018-10-31,0.022,L
26710,2017-12-31,2018-09-30,2018-11-30,0.023,L
26710,2017-12-31,2018-09-30,2018-12-31,0.023,L
