gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,lltq,costat
001045,2010-03-31,2010,1,INDL,C,D,STD,AAL,USD,2010Q1,2010Q1,21176.0000,A
001045,2010-06-30,2010,2,INDL,C,D,STD,AAL,USD,2010Q2,2010Q2,20456.0000,A
001045,2010-09-30,2010,3,INDL,C,D,STD,AAL,USD,2010Q3,2010Q3,20061.0000,A
001045,2010-12-31,2010,4,INDL,C,D,STD,AAL,USD,2010Q4,2010Q4,20253.0000,A
001045,2011-03-31,2011,1,INDL,C,D,STD,AAL,USD,2011Q1,2011Q1,21209.0000,A
001045,2011-06-30,2011,2,INDL,C,D,STD,AAL,USD,2011Q2,2011Q2,20530.0000,A
001045,2011-09-30,2011,3,INDL,C,D,STD,AAL,USD,2011Q3,2011Q3,20629.0000,A
001045,2011-12-31,2011,4,INDL,C,D,STD,AAL,USD,2011Q4,2011Q4,22329.0000,A
001045,2012-03-31,2012,1,INDL,C,D,STD,AAL,USD,2012Q1,2012Q1,23654.0000,A
001045,2012-06-30,2012,2,INDL,C,D,STD,AAL,USD,2012Q2,2012Q2,23628.0000,A
001045,2012-09-30,2012,3,INDL,C,D,STD,AAL,USD,2012Q3,2012Q3,21716.0000,A
001045,2012-12-31,2012,4,INDL,C,D,STD,AAL,USD,2012Q4,2012Q4,22193.0000,A
001045,2013-03-31,2013,1,INDL,C,D,STD,AAL,USD,2013Q1,2013Q1,22238.0000,A
001045,2013-06-30,2013,2,INDL,C,D,STD,AAL,USD,2013Q2,2013Q2,23763.0000,A
001045,2013-09-30,2013,3,INDL,C,D,STD,AAL,USD,2013Q3,2013Q3,24604.0000,A
001045,2013-12-31,2013,4,INDL,C,D,STD,AAL,USD,2013Q4,2013Q4,31203.0000,A
001045,2014-03-31,2014,1,INDL,C,D,STD,AAL,USD,2014Q1,2014Q1,27563.0000,A
001045,2014-06-30,2014,2,INDL,C,D,STD,AAL,USD,2014Q2,2014Q2,25637.0000,A
001045,2014-09-30,2014,3,INDL,C,D,STD,AAL,USD,2014Q3,2014Q3,25314.0000,A
001045,2014-12-31,2014,4,INDL,C,D,STD,AAL,USD,2014Q4,2014Q4,28315.0000,A
001045,2015-03-31,2015,1,INDL,C,D,STD,AAL,USD,2015Q1,2015Q1,29757.0000,A
001045,2015-06-30,2015,2,INDL,C,D,STD,AAL,USD,2015Q2,2015Q2,29187.0000,A
001045,2015-09-30,2015,3,INDL,C,D,STD,AAL,USD,2015Q3,2015Q3,30792.0000,A
001045,2015-12-31,2015,4,INDL,C,D,STD,AAL,USD,2015Q4,2015Q4,29175.0000,A
001045,2016-03-31,2016,1,INDL,C,D,STD,AAL,USD,2016Q1,2016Q1,29922.0000,A
001045,2016-06-30,2016,2,INDL,C,D,STD,AAL,USD,2016Q2,2016Q2,31822.0000,A
001045,2016-09-30,2016,3,INDL,C,D,STD,AAL,USD,2016Q3,2016Q3,32184.0000,A
001045,2016-12-31,2016,4,INDL,C,D,STD,AAL,USD,2016Q4,2016Q4,33617.0000,A
001045,2017-03-31,2017,1,INDL,C,D,STD,AAL,USD,2017Q1,2017Q1,33884.0000,A
001045,2017-06-30,2017,2,INDL,C,D,STD,AAL,USD,2017Q2,2017Q2,33509.0000,A
001045,2017-09-30,2017,3,INDL,C,D,STD,AAL,USD,2017Q3,2017Q3,33146.0000,A
001045,2017-12-31,2017,4,INDL,C,D,STD,AAL,USD,2017Q4,2017Q4,32506.0000,A
001045,2018-03-31,2018,1,INDL,C,D,STD,AAL,USD,2018Q1,2018Q1,37290.0000,A
001045,2018-06-30,2018,2,INDL,C,D,STD,AAL,USD,2018Q2,2018Q2,36822.0000,A
001045,2018-09-30,2018,3,INDL,C,D,STD,AAL,USD,2018Q3,2018Q3,36855.0000,A
001045,2018-12-31,2018,4,INDL,C,D,STD,AAL,USD,2018Q4,2018Q4,42653.0000,A
001045,2019-03-31,2019,1,INDL,C,D,STD,AAL,USD,2019Q1,2019Q1,41574.0000,A
001045,2019-06-30,2019,2,INDL,C,D,STD,AAL,USD,2019Q2,2019Q2,41866.0000,A
001045,2019-09-30,2019,3,INDL,C,D,STD,AAL,USD,2019Q3,2019Q3,41455.0000,A
001045,2019-12-31,2019,4,INDL,C,D,STD,AAL,USD,2019Q4,2019Q4,41802.0000,A
001045,2020-03-31,2020,1,INDL,C,D,STD,AAL,USD,2020Q1,2020Q1,42003.0000,A
001045,2020-06-30,2020,2,INDL,C,D,STD,AAL,USD,2020Q2,2020Q2,49713.0000,A
001045,2020-09-30,2020,3,INDL,C,D,STD,AAL,USD,2020Q3,2020Q3,51717.0000,A
001045,2020-12-31,2020,4,INDL,C,D,STD,AAL,USD,2020Q4,2020Q4,52306.0000,A
001045,2021-03-31,2021,1,INDL,C,D,STD,AAL,USD,2021Q1,2021Q1,59261.0000,A
001045,2021-06-30,2021,2,INDL,C,D,STD,AAL,USD,2021Q2,2021Q2,58610.0000,A
001045,2021-09-30,2021,3,INDL,C,D,STD,AAL,USD,2021Q3,2021Q3,56936.0000,A
001045,2021-12-31,2021,4,INDL,C,D,STD,AAL,USD,2021Q4,2021Q4,54801.0000,A
001045,2022-03-31,2022,1,INDL,C,D,STD,AAL,USD,2022Q1,2022Q1,54475.0000,A
001045,2022-06-30,2022,2,INDL,C,D,STD,AAL,USD,2022Q2,2022Q2,53615.0000,A
001045,2022-09-30,2022,3,INDL,C,D,STD,AAL,USD,2022Q3,2022Q3,52575.0000,A
001045,2022-12-31,2022,4,INDL,C,D,STD,AAL,USD,2022Q4,2022Q4,49019.0000,A
001045,2023-03-31,2023,1,INDL,C,D,STD,AAL,USD,2023Q1,2023Q1,47967.0000,A
001045,2023-06-30,2023,2,INDL,C,D,STD,AAL,USD,2023Q2,2023Q2,47329.0000,A
001075,2010-03-31,2010,1,INDL,C,D,STD,PNW,USD,2010Q1,2010Q1,,A
001075,2010-06-30,2010,2,INDL,C,D,STD,PNW,USD,2010Q2,2010Q2,,A
001075,2010-09-30,2010,3,INDL,C,D,STD,PNW,USD,2010Q3,2010Q3,,A
001075,2010-12-31,2010,4,INDL,C,D,STD,PNW,USD,2010Q4,2010Q4,,A
001075,2011-03-31,2011,1,INDL,C,D,STD,PNW,USD,2011Q1,2011Q1,,A
001075,2011-06-30,2011,2,INDL,C,D,STD,PNW,USD,2011Q2,2011Q2,,A
001075,2011-09-30,2011,3,INDL,C,D,STD,PNW,USD,2011Q3,2011Q3,,A
001075,2011-12-31,2011,4,INDL,C,D,STD,PNW,USD,2011Q4,2011Q4,,A
001075,2012-03-31,2012,1,INDL,C,D,STD,PNW,USD,2012Q1,2012Q1,,A
001075,2012-06-30,2012,2,INDL,C,D,STD,PNW,USD,2012Q2,2012Q2,,A
001075,2012-09-30,2012,3,INDL,C,D,STD,PNW,USD,2012Q3,2012Q3,,A
001075,2012-12-31,2012,4,INDL,C,D,STD,PNW,USD,2012Q4,2012Q4,,A
001075,2013-03-31,2013,1,INDL,C,D,STD,PNW,USD,2013Q1,2013Q1,,A
001075,2013-06-30,2013,2,INDL,C,D,STD,PNW,USD,2013Q2,2013Q2,,A
001075,2013-09-30,2013,3,INDL,C,D,STD,PNW,USD,2013Q3,2013Q3,,A
001075,2013-12-31,2013,4,INDL,C,D,STD,PNW,USD,2013Q4,2013Q4,,A
001075,2014-03-31,2014,1,INDL,C,D,STD,PNW,USD,2014Q1,2014Q1,,A
001075,2014-06-30,2014,2,INDL,C,D,STD,PNW,USD,2014Q2,2014Q2,,A
001075,2014-09-30,2014,3,INDL,C,D,STD,PNW,USD,2014Q3,2014Q3,,A
001075,2014-12-31,2014,4,INDL,C,D,STD,PNW,USD,2014Q4,2014Q4,,A
001075,2015-03-31,2015,1,INDL,C,D,STD,PNW,USD,2015Q1,2015Q1,,A
001075,2015-06-30,2015,2,INDL,C,D,STD,PNW,USD,2015Q2,2015Q2,,A
001075,2015-09-30,2015,3,INDL,C,D,STD,PNW,USD,2015Q3,2015Q3,,A
001075,2015-12-31,2015,4,INDL,C,D,STD,PNW,USD,2015Q4,2015Q4,,A
001075,2016-03-31,2016,1,INDL,C,D,STD,PNW,USD,2016Q1,2016Q1,,A
001075,2016-06-30,2016,2,INDL,C,D,STD,PNW,USD,2016Q2,2016Q2,,A
001075,2016-09-30,2016,3,INDL,C,D,STD,PNW,USD,2016Q3,2016Q3,,A
001075,2016-12-31,2016,4,INDL,C,D,STD,PNW,USD,2016Q4,2016Q4,,A
001075,2017-03-31,2017,1,INDL,C,D,STD,PNW,USD,2017Q1,2017Q1,,A
001075,2017-06-30,2017,2,INDL,C,D,STD,PNW,USD,2017Q2,2017Q2,,A
001075,2017-09-30,2017,3,INDL,C,D,STD,PNW,USD,2017Q3,2017Q3,,A
001075,2017-12-31,2017,4,INDL,C,D,STD,PNW,USD,2017Q4,2017Q4,,A
001075,2018-03-31,2018,1,INDL,C,D,STD,PNW,USD,2018Q1,2018Q1,,A
001075,2018-06-30,2018,2,INDL,C,D,STD,PNW,USD,2018Q2,2018Q2,,A
001075,2018-09-30,2018,3,INDL,C,D,STD,PNW,USD,2018Q3,2018Q3,,A
001075,2018-12-31,2018,4,INDL,C,D,STD,PNW,USD,2018Q4,2018Q4,,A
001075,2019-03-31,2019,1,INDL,C,D,STD,PNW,USD,2019Q1,2019Q1,,A
001075,2019-06-30,2019,2,INDL,C,D,STD,PNW,USD,2019Q2,2019Q2,,A
001075,2019-09-30,2019,3,INDL,C,D,STD,PNW,USD,2019Q3,2019Q3,,A
001075,2019-12-31,2019,4,INDL,C,D,STD,PNW,USD,2019Q4,2019Q4,,A
001075,2020-03-31,2020,1,INDL,C,D,STD,PNW,USD,2020Q1,2020Q1,,A
001075,2020-06-30,2020,2,INDL,C,D,STD,PNW,USD,2020Q2,2020Q2,,A
001075,2020-09-30,2020,3,INDL,C,D,STD,PNW,USD,2020Q3,2020Q3,,A
001075,2020-12-31,2020,4,INDL,C,D,STD,PNW,USD,2020Q4,2020Q4,,A
001075,2021-03-31,2021,1,INDL,C,D,STD,PNW,USD,2021Q1,2021Q1,,A
001075,2021-06-30,2021,2,INDL,C,D,STD,PNW,USD,2021Q2,2021Q2,,A
001075,2021-09-30,2021,3,INDL,C,D,STD,PNW,USD,2021Q3,2021Q3,,A
001075,2021-12-31,2021,4,INDL,C,D,STD,PNW,USD,2021Q4,2021Q4,,A
001075,2022-03-31,2022,1,INDL,C,D,STD,PNW,USD,2022Q1,2022Q1,,A
001075,2022-06-30,2022,2,INDL,C,D,STD,PNW,USD,2022Q2,2022Q2,,A
001075,2022-09-30,2022,3,INDL,C,D,STD,PNW,USD,2022Q3,2022Q3,,A
001075,2022-12-31,2022,4,INDL,C,D,STD,PNW,USD,2022Q4,2022Q4,,A
001075,2023-03-31,2023,1,INDL,C,D,STD,PNW,USD,2023Q1,2023Q1,,A
001075,2023-06-30,2023,2,INDL,C,D,STD,PNW,USD,2023Q2,2023Q2,,A
001078,2010-03-31,2010,1,INDL,C,D,STD,ABT,USD,2010Q1,2010Q1,17162.7970,A
001078,2010-06-30,2010,2,INDL,C,D,STD,ABT,USD,2010Q2,2010Q2,18697.5080,A
001078,2010-09-30,2010,3,INDL,C,D,STD,ABT,USD,2010Q3,2010Q3,20307.0250,A
001078,2010-12-31,2010,4,INDL,C,D,STD,ABT,USD,2010Q4,2010Q4,19723.3680,A
001078,2011-03-31,2011,1,INDL,C,D,STD,ABT,USD,2011Q1,2011Q1,19705.9280,A
001078,2011-06-30,2011,2,INDL,C,D,STD,ABT,USD,2011Q2,2011Q2,19694.6100,A
001078,2011-09-30,2011,3,INDL,C,D,STD,ABT,USD,2011Q3,2011Q3,19525.2430,A
001078,2011-12-31,2011,4,INDL,C,D,STD,ABT,USD,2011Q4,2011Q4,20270.5200,A
001078,2012-03-31,2012,1,INDL,C,D,STD,ABT,USD,2012Q1,2012Q1,20086.4440,A
001078,2012-06-30,2012,2,INDL,C,D,STD,ABT,USD,2012Q2,2012Q2,20166.8380,A
001078,2012-09-30,2012,3,INDL,C,D,STD,ABT,USD,2012Q3,2012Q3,19867.4190,A
001078,2012-12-31,2012,4,INDL,C,D,STD,ABT,USD,2012Q4,2012Q4,27141.5360,A
001078,2013-03-31,2013,1,INDL,C,D,STD,ABT,USD,2013Q1,2013Q1,9597.0120,A
001078,2013-06-30,2013,2,INDL,C,D,STD,ABT,USD,2013Q2,2013Q2,9556.0860,A
001078,2013-09-30,2013,3,INDL,C,D,STD,ABT,USD,2013Q3,2013Q3,9012.8810,A
001078,2013-12-31,2013,4,INDL,C,D,STD,ABT,USD,2013Q4,2013Q4,8179.0000,A
001078,2014-03-31,2014,1,INDL,C,D,STD,ABT,USD,2014Q1,2014Q1,7987.0000,A
001078,2014-06-30,2014,2,INDL,C,D,STD,ABT,USD,2014Q2,2014Q2,7918.0000,A
001078,2014-09-30,2014,3,INDL,C,D,STD,ABT,USD,2014Q3,2014Q3,8698.0000,A
001078,2014-12-31,2014,4,INDL,C,D,STD,ABT,USD,2014Q4,2014Q4,9104.0000,A
001078,2015-03-31,2015,1,INDL,C,D,STD,ABT,USD,2015Q1,2015Q1,11901.0000,A
001078,2015-06-30,2015,2,INDL,C,D,STD,ABT,USD,2015Q2,2015Q2,11814.0000,A
001078,2015-09-30,2015,3,INDL,C,D,STD,ABT,USD,2015Q3,2015Q3,11751.0000,A
001078,2015-12-31,2015,4,INDL,C,D,STD,ABT,USD,2015Q4,2015Q4,10735.0000,A
001078,2016-03-31,2016,1,INDL,C,D,STD,ABT,USD,2016Q1,2016Q1,10402.0000,A
001078,2016-06-30,2016,2,INDL,C,D,STD,ABT,USD,2016Q2,2016Q2,10363.0000,A
001078,2016-09-30,2016,3,INDL,C,D,STD,ABT,USD,2016Q3,2016Q3,10280.0000,A
001078,2016-12-31,2016,4,INDL,C,D,STD,ABT,USD,2016Q4,2016Q4,25289.0000,A
001078,2017-03-31,2017,1,INDL,C,D,STD,ABT,USD,2017Q1,2017Q1,32694.0000,A
001078,2017-06-30,2017,2,INDL,C,D,STD,ABT,USD,2017Q2,2017Q2,32560.0000,A
001078,2017-09-30,2017,3,INDL,C,D,STD,ABT,USD,2017Q3,2017Q3,32095.0000,A
001078,2017-12-31,2017,4,INDL,C,D,STD,ABT,USD,2017Q4,2017Q4,36240.0000,A
001078,2018-03-31,2018,1,INDL,C,D,STD,ABT,USD,2018Q1,2018Q1,30297.0000,A
001078,2018-06-30,2018,2,INDL,C,D,STD,ABT,USD,2018Q2,2018Q2,28690.0000,A
001078,2018-09-30,2018,3,INDL,C,D,STD,ABT,USD,2018Q3,2018Q3,27963.0000,A
001078,2018-12-31,2018,4,INDL,C,D,STD,ABT,USD,2018Q4,2018Q4,27439.0000,A
001078,2019-03-31,2019,1,INDL,C,D,STD,ABT,USD,2019Q1,2019Q1,27368.0000,A
001078,2019-06-30,2019,2,INDL,C,D,STD,ABT,USD,2019Q2,2019Q2,27471.0000,A
001078,2019-09-30,2019,3,INDL,C,D,STD,ABT,USD,2019Q3,2019Q3,26029.0000,A
001078,2019-12-31,2019,4,INDL,C,D,STD,ABT,USD,2019Q4,2019Q4,25723.0000,A
001078,2020-03-31,2020,1,INDL,C,D,STD,ABT,USD,2020Q1,2020Q1,25542.0000,A
001078,2020-06-30,2020,2,INDL,C,D,STD,ABT,USD,2020Q2,2020Q2,27019.0000,A
001078,2020-09-30,2020,3,INDL,C,D,STD,ABT,USD,2020Q3,2020Q3,27191.0000,A
001078,2020-12-31,2020,4,INDL,C,D,STD,ABT,USD,2020Q4,2020Q4,27638.0000,A
001078,2021-03-31,2021,1,INDL,C,D,STD,ABT,USD,2021Q1,2021Q1,26535.0000,A
001078,2021-06-30,2021,2,INDL,C,D,STD,ABT,USD,2021Q2,2021Q2,26626.0000,A
001078,2021-09-30,2021,3,INDL,C,D,STD,ABT,USD,2021Q3,2021Q3,26290.0000,A
001078,2021-12-31,2021,4,INDL,C,D,STD,ABT,USD,2021Q4,2021Q4,26067.0000,A
001078,2022-03-31,2022,1,INDL,C,D,STD,ABT,USD,2022Q1,2022Q1,25731.0000,A
001078,2022-06-30,2022,2,INDL,C,D,STD,ABT,USD,2022Q2,2022Q2,25094.0000,A
001078,2022-09-30,2022,3,INDL,C,D,STD,ABT,USD,2022Q3,2022Q3,23552.0000,A
001078,2022-12-31,2022,4,INDL,C,D,STD,ABT,USD,2022Q4,2022Q4,22044.0000,A
001078,2023-03-31,2023,1,INDL,C,D,STD,ABT,USD,2023Q1,2023Q1,22032.0000,A
001078,2023-06-30,2023,2,INDL,C,D,STD,ABT,USD,2023Q2,2023Q2,21600.0000,A
001161,2010-03-31,2010,1,INDL,C,D,STD,AMD,USD,2010Q1,2010Q1,2791.0000,A
001161,2010-06-30,2010,2,INDL,C,D,STD,AMD,USD,2010Q2,2010Q2,2573.0000,A
001161,2010-09-30,2010,3,INDL,C,D,STD,AMD,USD,2010Q3,2010Q3,2316.0000,A
001161,2010-12-31,2010,4,INDL,C,D,STD,AMD,USD,2010Q4,2010Q4,2277.0000,A
001161,2011-03-31,2011,1,INDL,C,D,STD,AMD,USD,2011Q1,2011Q1,2276.0000,A
001161,2011-06-30,2011,2,INDL,C,D,STD,AMD,USD,2011Q2,2011Q2,2271.0000,A
001161,2011-09-30,2011,3,INDL,C,D,STD,AMD,USD,2011Q3,2011Q3,1637.0000,A
001161,2011-12-31,2011,4,INDL,C,D,STD,AMD,USD,2011Q4,2011Q4,1590.0000,A
001161,2012-03-31,2012,1,INDL,C,D,STD,AMD,USD,2012Q1,2012Q1,1589.0000,A
001161,2012-06-30,2012,2,INDL,C,D,STD,AMD,USD,2012Q2,2012Q2,1572.0000,A
001161,2012-09-30,2012,3,INDL,C,D,STD,AMD,USD,2012Q3,2012Q3,2068.0000,A
001161,2012-12-31,2012,4,INDL,C,D,STD,AMD,USD,2012Q4,2012Q4,2065.0000,A
001161,2013-03-31,2013,1,INDL,C,D,STD,AMD,USD,2013Q1,2013Q1,2061.0000,A
001161,2013-06-30,2013,2,INDL,C,D,STD,AMD,USD,2013Q2,2013Q2,2087.0000,A
001161,2013-09-30,2013,3,INDL,C,D,STD,AMD,USD,2013Q3,2013Q3,2121.0000,A
001161,2013-12-31,2013,4,INDL,C,D,STD,AMD,USD,2013Q4,2013Q4,2175.0000,A
001161,2014-03-31,2014,1,INDL,C,D,STD,AMD,USD,2014Q1,2014Q1,2213.0000,A
001161,2014-06-30,2014,2,INDL,C,D,STD,AMD,USD,2014Q2,2014Q2,2240.0000,A
001161,2014-09-30,2014,3,INDL,C,D,STD,AMD,USD,2014Q3,2014Q3,2224.0000,A
001161,2014-12-31,2014,4,INDL,C,D,STD,AMD,USD,2014Q4,2014Q4,2140.0000,A
001161,2015-03-31,2015,1,INDL,C,D,STD,AMD,USD,2015Q1,2015Q1,2119.0000,A
001161,2015-06-30,2015,2,INDL,C,D,STD,AMD,USD,2015Q2,2015Q2,2123.0000,A
001161,2015-09-30,2015,3,INDL,C,D,STD,AMD,USD,2015Q3,2015Q3,2116.0000,A
001161,2015-12-31,2015,4,INDL,C,D,STD,AMD,USD,2015Q4,2015Q4,2118.0000,A
001161,2016-03-31,2016,1,INDL,C,D,STD,AMD,USD,2016Q1,2016Q1,2156.0000,A
001161,2016-06-30,2016,2,INDL,C,D,STD,AMD,USD,2016Q2,2016Q2,2148.0000,A
001161,2016-09-30,2016,3,INDL,C,D,STD,AMD,USD,2016Q3,2016Q3,1758.0000,A
001161,2016-12-31,2016,4,INDL,C,D,STD,AMD,USD,2016Q4,2016Q4,1559.0000,A
001161,2017-03-31,2017,1,INDL,C,D,STD,AMD,USD,2017Q1,2017Q1,1518.0000,A
001161,2017-06-30,2017,2,INDL,C,D,STD,AMD,USD,2017Q2,2017Q2,1504.0000,A
001161,2017-09-30,2017,3,INDL,C,D,STD,AMD,USD,2017Q3,2017Q3,1475.0000,A
001161,2017-12-31,2017,4,INDL,C,D,STD,AMD,USD,2017Q4,2017Q4,1443.0000,A
001161,2018-03-31,2018,1,INDL,C,D,STD,AMD,USD,2018Q1,2018Q1,1351.0000,A
001161,2018-06-30,2018,2,INDL,C,D,STD,AMD,USD,2018Q2,2018Q2,1356.0000,A
001161,2018-09-30,2018,3,INDL,C,D,STD,AMD,USD,2018Q3,2018Q3,1344.0000,A
001161,2018-12-31,2018,4,INDL,C,D,STD,AMD,USD,2018Q4,2018Q4,1306.0000,A
001161,2019-03-31,2019,1,INDL,C,D,STD,AMD,USD,2019Q1,2019Q1,1379.0000,A
001161,2019-06-30,2019,2,INDL,C,D,STD,AMD,USD,2019Q2,2019Q2,1397.0000,A
001161,2019-09-30,2019,3,INDL,C,D,STD,AMD,USD,2019Q3,2019Q3,1213.0000,A
001161,2019-12-31,2019,4,INDL,C,D,STD,AMD,USD,2019Q4,2019Q4,842.0000,A
001161,2020-03-31,2020,1,INDL,C,D,STD,AMD,USD,2020Q1,2020Q1,842.0000,A
001161,2020-06-30,2020,2,INDL,C,D,STD,AMD,USD,2020Q2,2020Q2,844.0000,A
001161,2020-09-30,2020,3,INDL,C,D,STD,AMD,USD,2020Q3,2020Q3,739.0000,A
001161,2020-12-31,2020,4,INDL,C,D,STD,AMD,USD,2020Q4,2020Q4,708.0000,A
001161,2021-03-31,2021,1,INDL,C,D,STD,AMD,USD,2021Q1,2021Q1,706.0000,A
001161,2021-06-30,2021,2,INDL,C,D,STD,AMD,USD,2021Q2,2021Q2,734.0000,A
001161,2021-09-30,2021,3,INDL,C,D,STD,AMD,USD,2021Q3,2021Q3,453.0000,A
001161,2021-12-31,2021,4,INDL,C,D,STD,AMD,USD,2021Q4,2021Q4,682.0000,A
001161,2022-03-31,2022,1,INDL,C,D,STD,AMD,USD,2022Q1,2022Q1,6001.0000,A
001161,2022-06-30,2022,2,INDL,C,D,STD,AMD,USD,2022Q2,2022Q2,6810.0000,A
001161,2022-09-30,2022,3,INDL,C,D,STD,AMD,USD,2022Q3,2022Q3,6578.0000,A
001161,2022-12-31,2022,4,INDL,C,D,STD,AMD,USD,2022Q4,2022Q4,6461.0000,A
001161,2023-03-31,2023,1,INDL,C,D,STD,AMD,USD,2023Q1,2023Q1,6363.0000,A
001161,2023-06-30,2023,2,INDL,C,D,STD,AMD,USD,2023Q2,2023Q2,5259.0000,A
001209,2010-03-31,2010,2,INDL,C,D,STD,APD,USD,2010Q1,2010Q2,5388.6000,A
001209,2010-06-30,2010,3,INDL,C,D,STD,APD,USD,2010Q2,2010Q3,5314.7000,A
001209,2010-09-30,2010,4,INDL,C,D,STD,APD,USD,2010Q3,2010Q4,5564.2000,A
001209,2010-12-31,2011,1,INDL,C,D,STD,APD,USD,2010Q4,2011Q1,5545.4000,A
001209,2011-03-31,2011,2,INDL,C,D,STD,APD,USD,2011Q1,2011Q2,5610.2000,A
001209,2011-06-30,2011,3,INDL,C,D,STD,APD,USD,2011Q2,2011Q3,5950.7000,A
001209,2011-09-30,2011,4,INDL,C,D,STD,APD,USD,2011Q3,2011Q4,6010.0000,A
001209,2011-12-31,2012,1,INDL,C,D,STD,APD,USD,2011Q4,2012Q1,5997.0000,A
001209,2012-03-31,2012,2,INDL,C,D,STD,APD,USD,2012Q1,2012Q2,6009.0000,A
001209,2012-06-30,2012,3,INDL,C,D,STD,APD,USD,2012Q2,2012Q3,6098.1000,A
001209,2012-09-30,2012,4,INDL,C,D,STD,APD,USD,2012Q3,2012Q4,7236.1000,A
001209,2012-12-31,2013,1,INDL,C,D,STD,APD,USD,2012Q4,2013Q1,7584.3000,A
001209,2013-03-31,2013,2,INDL,C,D,STD,APD,USD,2013Q1,2013Q2,7083.5000,A
001209,2013-06-30,2013,3,INDL,C,D,STD,APD,USD,2013Q2,2013Q3,7070.4000,A
001209,2013-09-30,2013,4,INDL,C,D,STD,APD,USD,2013Q3,2013Q4,7047.8000,A
001209,2013-12-31,2014,1,INDL,C,D,STD,APD,USD,2013Q4,2014Q1,6988.6000,A
001209,2014-03-31,2014,2,INDL,C,D,STD,APD,USD,2014Q1,2014Q2,6981.3000,A
001209,2014-06-30,2014,3,INDL,C,D,STD,APD,USD,2014Q2,2014Q3,6962.5000,A
001209,2014-09-30,2014,4,INDL,C,D,STD,APD,USD,2014Q3,2014Q4,7007.5000,A
001209,2014-12-31,2015,1,INDL,C,D,STD,APD,USD,2014Q4,2015Q1,6841.5000,A
001209,2015-03-31,2015,2,INDL,C,D,STD,APD,USD,2015Q1,2015Q2,6656.2000,A
001209,2015-06-30,2015,3,INDL,C,D,STD,APD,USD,2015Q2,2015Q3,6743.4000,A
001209,2015-09-30,2015,4,INDL,C,D,STD,APD,USD,2015Q3,2015Q4,6408.9000,A
001209,2015-12-31,2016,1,INDL,C,D,STD,APD,USD,2015Q4,2016Q1,6188.9000,A
001209,2016-03-31,2016,2,INDL,C,D,STD,APD,USD,2016Q1,2016Q2,5918.6000,A
001209,2016-06-30,2016,3,INDL,C,D,STD,APD,USD,2016Q2,2016Q3,6244.4000,A
001209,2016-09-30,2016,4,INDL,C,D,STD,APD,USD,2016Q3,2016Q4,7558.6000,A
001209,2016-12-31,2017,1,INDL,C,D,STD,APD,USD,2016Q4,2017Q1,5765.3000,A
001209,2017-03-31,2017,2,INDL,C,D,STD,APD,USD,2017Q1,2017Q2,5849.0000,A
001209,2017-06-30,2017,3,INDL,C,D,STD,APD,USD,2017Q2,2017Q3,5910.7000,A
001209,2017-09-30,2017,4,INDL,C,D,STD,APD,USD,2017Q3,2017Q4,5792.7000,A
001209,2017-12-31,2018,1,INDL,C,D,STD,APD,USD,2017Q4,2018Q1,6056.0000,A
001209,2018-03-31,2018,2,INDL,C,D,STD,APD,USD,2018Q1,2018Q2,6065.6000,A
001209,2018-06-30,2018,3,INDL,C,D,STD,APD,USD,2018Q2,2018Q3,6286.2000,A
001209,2018-09-30,2018,4,INDL,C,D,STD,APD,USD,2018Q3,2018Q4,5663.7000,A
001209,2018-12-31,2019,1,INDL,C,D,STD,APD,USD,2018Q4,2019Q1,5635.1000,A
001209,2019-03-31,2019,2,INDL,C,D,STD,APD,USD,2019Q1,2019Q2,5668.1000,A
001209,2019-06-30,2019,3,INDL,C,D,STD,APD,USD,2019Q2,2019Q3,5650.1000,A
001209,2019-09-30,2019,4,INDL,C,D,STD,APD,USD,2019Q3,2019Q4,5733.6000,A
001209,2019-12-31,2020,1,INDL,C,D,STD,APD,USD,2019Q4,2020Q1,5902.8000,A
001209,2020-03-31,2020,2,INDL,C,D,STD,APD,USD,2020Q1,2020Q2,5970.6000,A
001209,2020-06-30,2020,3,INDL,C,D,STD,APD,USD,2020Q2,2020Q3,10167.7000,A
001209,2020-09-30,2020,4,INDL,C,D,STD,APD,USD,2020Q3,2020Q4,10308.7000,A
001209,2020-12-31,2021,1,INDL,C,D,STD,APD,USD,2020Q4,2021Q1,10030.3000,A
001209,2021-03-31,2021,2,INDL,C,D,STD,APD,USD,2021Q1,2021Q2,10006.7000,A
001209,2021-06-30,2021,3,INDL,C,D,STD,APD,USD,2021Q2,2021Q3,10063.4000,A
001209,2021-09-30,2021,4,INDL,C,D,STD,APD,USD,2021Q3,2021Q4,9972.1000,A
001209,2021-12-31,2022,1,INDL,C,D,STD,APD,USD,2021Q4,2022Q1,10119.6000,A
001209,2022-03-31,2022,2,INDL,C,D,STD,APD,USD,2022Q1,2022Q2,9733.9000,A
001209,2022-06-30,2022,3,INDL,C,D,STD,APD,USD,2022Q2,2022Q3,9866.4000,A
001209,2022-09-30,2022,4,INDL,C,D,STD,APD,USD,2022Q3,2022Q4,10024.4000,A
001209,2022-12-31,2023,1,INDL,C,D,STD,APD,USD,2022Q4,2023Q1,10484.0000,A
001209,2023-03-31,2023,2,INDL,C,D,STD,APD,USD,2023Q1,2023Q2,11947.3000,A
