gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,curcdq,datacqtr,datafqtr,actq,atq,ceqq,cibegniq,dlttq,lctq,lltq,revtq,oancfy,costat
001045,2010-03-31,2010,1,INDL,C,D,STD,AAL,02376R102,USD,2010Q1,2010Q1,6834.0000,25525.0000,-3892.0000,,10420.0000,8241.0000,21176.0000,5068.0000,456.0000,A
001045,2010-06-30,2010,2,INDL,C,D,STD,AAL,02376R102,USD,2010Q2,2010Q2,7344.0000,25885.0000,-3930.0000,,9668.0000,9359.0000,20456.0000,5674.0000,1173.0000,A
001045,2010-09-30,2010,3,INDL,C,D,STD,AAL,02376R102,USD,2010Q3,2010Q3,6837.0000,25357.0000,-3643.0000,,9513.0000,8939.0000,20061.0000,5842.0000,1090.0000,A
001045,2010-12-31,2010,4,INDL,C,D,STD,AAL,02376R102,USD,2010Q4,2010Q4,6838.0000,25088.0000,-3945.0000,-471.0000,9253.0000,8780.0000,20253.0000,5586.0000,1241.0000,A
001045,2011-03-31,2011,1,INDL,C,D,STD,AAL,02376R102,USD,2011Q1,2011Q1,8825.0000,27113.0000,-3949.0000,-436.0000,10156.0000,9853.0000,21209.0000,5533.0000,708.0000,A
001045,2011-06-30,2011,2,INDL,C,D,STD,AAL,02376R102,USD,2011Q2,2011Q2,7997.0000,25787.0000,-4509.0000,-286.0000,10052.0000,9766.0000,20530.0000,6114.0000,653.0000,A
001045,2011-09-30,2011,3,INDL,C,D,STD,AAL,02376R102,USD,2011Q3,2011Q3,6838.0000,24719.0000,-4833.0000,-162.0000,10167.0000,8923.0000,20629.0000,6376.0000,346.0000,A
001045,2011-12-31,2011,4,INDL,C,D,STD,AAL,02376R102,USD,2011Q4,2011Q4,6757.0000,23848.0000,-7111.0000,-1095.0000,6702.0000,8630.0000,22329.0000,5999.0000,680.0000,A
001045,2012-03-31,2012,1,INDL,C,D,STD,AAL,02376R102,USD,2012Q1,2012Q1,7778.0000,24511.0000,-8686.0000,-1660.0000,6891.0000,9543.0000,23654.0000,6037.0000,1067.0000,A
001045,2012-06-30,2012,2,INDL,C,D,STD,AAL,02376R102,USD,2012Q2,2012Q2,7984.0000,24726.0000,-8968.0000,-240.0000,6716.0000,10066.0000,23628.0000,6453.0000,1722.0000,A
001045,2012-09-30,2012,3,INDL,C,D,STD,AAL,02376R102,USD,2012Q3,2012Q3,7303.0000,23927.0000,-7375.0000,-239.0000,6489.0000,9586.0000,21716.0000,6428.0000,1567.0000,A
001045,2012-12-31,2012,4,INDL,C,D,STD,AAL,02376R102,USD,2012Q4,2012Q4,7072.0000,23510.0000,-7987.0000,263.0000,7116.0000,9304.0000,22193.0000,5937.0000,1279.0000,A
001045,2013-03-31,2013,1,INDL,C,D,STD,AAL,02376R102,USD,2013Q1,2013Q1,7525.0000,23852.0000,-8376.0000,-341.0000,7021.0000,9990.0000,22238.0000,6098.0000,683.0000,A
001045,2013-06-30,2013,2,INDL,C,D,STD,AAL,02376R102,USD,2013Q2,2013Q2,9635.0000,26216.0000,-8216.0000,219.0000,8354.0000,10669.0000,23763.0000,6449.0000,1840.0000,A
001045,2013-09-30,2013,3,INDL,C,D,STD,AAL,02376R102,USD,2013Q3,2013Q3,10241.0000,26780.0000,-7922.0000,289.0000,9208.0000,10098.0000,24604.0000,6828.0000,1803.0000,A
001045,2013-12-31,2013,4,INDL,C,D,STD,AAL,02376R102,USD,2013Q4,2013Q4,14323.0000,42278.0000,-2731.0000,-2001.0000,15353.0000,13806.0000,31203.0000,7337.0000,675.0000,A
001045,2014-03-31,2014,1,INDL,C,D,STD,AAL,02376R102,USD,2014Q1,2014Q1,15193.0000,43737.0000,1095.0000,480.0000,15244.0000,15079.0000,27563.0000,9995.0000,1256.0000,A
001045,2014-06-30,2014,2,INDL,C,D,STD,AAL,02376R102,USD,2014Q2,2014Q2,14966.0000,44811.0000,4086.0000,863.0000,15205.0000,15088.0000,25637.0000,11356.0000,2637.0000,A
001045,2014-09-30,2014,3,INDL,C,D,STD,AAL,02376R102,USD,2014Q3,2014Q3,13450.0000,44173.0000,4971.0000,942.0000,15651.0000,13888.0000,25314.0000,11139.0000,2276.0000,A
001045,2014-12-31,2014,4,INDL,C,D,STD,AAL,02376R102,USD,2014Q4,2014Q4,12112.0000,43771.0000,2021.0000,597.0000,16196.0000,13435.0000,28315.0000,10160.0000,3080.0000,A
001045,2015-03-31,2015,1,INDL,C,D,STD,AAL,02376R102,USD,2015Q1,2015Q1,14129.0000,46754.0000,2764.0000,932.0000,17638.0000,14233.0000,29757.0000,9827.0000,2494.0000,A
001045,2015-06-30,2015,2,INDL,C,D,STD,AAL,02376R102,USD,2015Q2,2015Q2,14109.0000,47868.0000,3636.0000,1704.0000,17152.0000,15045.0000,29187.0000,10827.0000,4841.0000,A
001045,2015-09-30,2015,3,INDL,C,D,STD,AAL,02376R102,USD,2015Q3,2015Q3,13706.0000,48715.0000,3762.0000,1693.0000,18849.0000,14161.0000,30792.0000,10706.0000,6021.0000,A
001045,2015-12-31,2015,4,INDL,C,D,STD,AAL,02376R102,USD,2015Q4,2015Q4,9985.0000,48415.0000,5635.0000,3281.0000,18330.0000,13605.0000,29175.0000,9630.0000,6249.0000,A
001045,2016-03-31,2016,1,INDL,C,D,STD,AAL,02376R102,USD,2016Q1,2016Q1,10802.0000,49909.0000,4710.0000,700.0000,19134.0000,15277.0000,29922.0000,9435.0000,2620.0000,A
001045,2016-06-30,2016,2,INDL,C,D,STD,AAL,02376R102,USD,2016Q2,2016Q2,11184.0000,51051.0000,4312.0000,950.0000,21131.0000,14917.0000,31822.0000,10363.0000,4833.0000,A
001045,2016-09-30,2016,3,INDL,C,D,STD,AAL,02376R102,USD,2016Q3,2016Q3,11048.0000,51108.0000,4391.0000,737.0000,21545.0000,14533.0000,32184.0000,10593.0000,5897.0000,A
001045,2016-12-31,2016,4,INDL,C,D,STD,AAL,02376R102,USD,2016Q4,2016Q4,10324.0000,51274.0000,3785.0000,289.0000,22489.0000,13872.0000,33617.0000,9789.0000,6524.0000,A
001045,2017-03-31,2017,1,INDL,C,D,STD,AAL,02376R102,USD,2017Q1,2017Q1,10626.0000,52627.0000,3457.0000,340.0000,22829.0000,15286.0000,33884.0000,9820.0000,2250.0000,A
001045,2017-06-30,2017,2,INDL,C,D,STD,AAL,02376R102,USD,2017Q2,2017Q2,11016.0000,53336.0000,3715.0000,864.0000,22525.0000,16112.0000,33509.0000,11227.0000,3938.0000,A
001045,2017-09-30,2017,3,INDL,C,D,STD,AAL,02376R102,USD,2017Q3,2017Q3,10002.0000,52401.0000,3948.0000,661.0000,22217.0000,15307.0000,33146.0000,10964.0000,4307.0000,A
001045,2017-12-31,2017,4,INDL,C,D,STD,AAL,02376R102,USD,2017Q4,2017Q4,9146.0000,51396.0000,3926.0000,-583.0000,22511.0000,14964.0000,32506.0000,10611.0000,4744.0000,A
001045,2018-03-31,2018,1,INDL,C,D,STD,AAL,02376R102,USD,2018Q1,2018Q1,9673.0000,53280.0000,-1018.0000,159.0000,21946.0000,17008.0000,37290.0000,10401.0000,1799.0000,A
001045,2018-06-30,2018,2,INDL,C,D,STD,AAL,02376R102,USD,2018Q2,2018Q2,9176.0000,52622.0000,-869.0000,557.0000,21863.0000,16669.0000,36822.0000,11643.0000,2883.0000,A
001045,2018-09-30,2018,3,INDL,C,D,STD,AAL,02376R102,USD,2018Q3,2018Q3,9498.0000,52635.0000,-568.0000,372.0000,22274.0000,16348.0000,36855.0000,11559.0000,2804.0000,A
001045,2018-12-31,2018,4,INDL,C,D,STD,AAL,02376R102,USD,2018Q4,2018Q4,8637.0000,60580.0000,-169.0000,324.0000,29081.0000,18096.0000,42653.0000,10938.0000,3533.0000,A
001045,2019-03-31,2019,1,INDL,C,D,STD,AAL,02376R102,USD,2019Q1,2019Q1,8654.0000,60787.0000,-636.0000,185.0000,28445.0000,19849.0000,41574.0000,10584.0000,1651.0000,A
001045,2019-06-30,2019,2,INDL,C,D,STD,AAL,02376R102,USD,2019Q2,2019Q2,9850.0000,61967.0000,-22.0000,662.0000,29609.0000,20123.0000,41866.0000,11960.0000,2387.0000,A
001045,2019-09-30,2019,3,INDL,C,D,STD,AAL,02376R102,USD,2019Q3,2019Q3,9572.0000,61175.0000,160.0000,425.0000,29160.0000,19560.0000,41455.0000,11911.0000,3215.0000,A
001045,2019-12-31,2019,4,INDL,C,D,STD,AAL,02376R102,USD,2019Q4,2019Q4,8206.0000,59995.0000,-118.0000,414.0000,28875.0000,18311.0000,41802.0000,11313.0000,3815.0000,A
001045,2020-03-31,2020,1,INDL,C,D,STD,AAL,02376R102,USD,2020Q1,2020Q1,7175.0000,58580.0000,-2636.0000,-2241.0000,28803.0000,19213.0000,42003.0000,8515.0000,-168.0000,A
001045,2020-06-30,2020,2,INDL,C,D,STD,AAL,02376R102,USD,2020Q2,2020Q2,13789.0000,64544.0000,-3169.0000,-2067.0000,35670.0000,18000.0000,49713.0000,1622.0000,-1076.0000,A
001045,2020-09-30,2020,3,INDL,C,D,STD,AAL,02376R102,USD,2020Q3,2020Q3,12340.0000,62773.0000,-5528.0000,-2399.0000,36759.0000,16584.0000,51717.0000,3172.0000,-3680.0000,A
001045,2020-12-31,2020,4,INDL,C,D,STD,AAL,02376R102,USD,2020Q4,2020Q4,11095.0000,62008.0000,-6867.0000,-2178.0000,36573.0000,16569.0000,52306.0000,4028.0000,-6543.0000,A
001045,2021-03-31,2021,1,INDL,C,D,STD,AAL,02376R102,USD,2021Q1,2021Q1,18089.0000,68649.0000,-7945.0000,-1250.0000,43985.0000,17333.0000,59261.0000,4008.0000,174.0000,A
001045,2021-06-30,2021,2,INDL,C,D,STD,AAL,02376R102,USD,2021Q2,2021Q2,22647.0000,72464.0000,-7667.0000,19.0000,43912.0000,21521.0000,58610.0000,7478.0000,3644.0000,A
001045,2021-09-30,2021,3,INDL,C,D,STD,AAL,02376R102,USD,2021Q3,2021Q3,19195.0000,68437.0000,-7437.0000,170.0000,42615.0000,18938.0000,56936.0000,8969.0000,1904.0000,A
001045,2021-12-31,2021,4,INDL,C,D,STD,AAL,02376R102,USD,2021Q4,2021Q4,17336.0000,66467.0000,-7340.0000,-932.0000,42181.0000,19006.0000,54801.0000,9427.0000,704.0000,A
001045,2022-03-31,2022,1,INDL,C,D,STD,AAL,02376R102,USD,2022Q1,2022Q1,17762.0000,67401.0000,-8940.0000,-1635.0000,41990.0000,21866.0000,54475.0000,8899.0000,1185.0000,A
001045,2022-06-30,2022,2,INDL,C,D,STD,AAL,02376R102,USD,2022Q2,2022Q2,18525.0000,67963.0000,-8422.0000,476.0000,41276.0000,22770.0000,53615.0000,13422.0000,2924.0000,A
001045,2022-09-30,2022,3,INDL,C,D,STD,AAL,02376R102,USD,2022Q3,2022Q3,17377.0000,66652.0000,-7893.0000,483.0000,40466.0000,21970.0000,52575.0000,13462.0000,2331.0000,A
001045,2022-12-31,2022,4,INDL,C,D,STD,AAL,02376R102,USD,2022Q4,2022Q4,15269.0000,64716.0000,-5799.0000,803.0000,38948.0000,21496.0000,49019.0000,13188.0000,2173.0000,A
001045,2023-03-31,2023,1,INDL,C,D,STD,AAL,02376R102,USD,2023Q1,2023Q1,17652.0000,66786.0000,-5771.0000,10.0000,37911.0000,24590.0000,47967.0000,12189.0000,3333.0000,A
001045,2023-06-30,2023,2,INDL,C,D,STD,AAL,02376R102,USD,2023Q2,2023Q2,18220.0000,67260.0000,-4385.0000,1338.0000,37278.0000,24316.0000,47329.0000,14055.0000,5096.0000,A
001075,2010-03-31,2010,1,INDL,C,D,STD,PNW,723484101,USD,2010Q1,2010Q1,720.6110,11934.9190,3213.9330,-0.8970,3306.4760,1393.7260,,612.2620,-13.6750,A
001075,2010-06-30,2010,2,INDL,C,D,STD,PNW,723484101,USD,2010Q2,2010Q2,1086.7860,12158.2000,3479.5480,119.5660,3213.1450,1227.1090,,802.7950,201.4140,A
001075,2010-09-30,2010,3,INDL,C,D,STD,PNW,723484101,USD,2010Q3,2010Q3,1243.3320,12435.4870,3716.9260,239.0390,3463.3060,967.8070,,1116.7100,569.5000,A
001075,2010-12-31,2010,4,INDL,C,D,STD,PNW,723484101,USD,2010Q4,2010Q4,931.9300,12362.7030,3683.3270,12.5010,3045.7940,1310.7360,,657.4320,750.4570,A
001075,2011-03-31,2011,1,INDL,C,D,STD,PNW,723484101,USD,2011Q1,2011Q1,958.0170,12302.8900,3631.4110,-9.6740,2845.4790,1674.2120,,648.8470,243.4960,A
001075,2011-06-30,2011,2,INDL,C,D,STD,PNW,723484101,USD,2011Q2,2011Q2,1036.8530,12474.0800,3613.7050,93.8390,2761.6950,1831.2940,,799.7990,436.2790,A
001075,2011-09-30,2011,3,INDL,C,D,STD,PNW,723484101,USD,2011Q3,2011Q3,1591.2350,13150.3630,3894.0850,262.7850,3046.5870,1783.2680,,1124.8410,920.5060,A
001075,2011-12-31,2011,4,INDL,C,D,STD,PNW,723484101,USD,2011Q4,2011Q4,956.4700,13111.0180,3821.8500,19.9900,3019.0540,1342.7050,,667.8920,1125.5830,A
001075,2012-03-31,2012,1,INDL,C,D,STD,PNW,723484101,USD,2012Q1,2012Q1,904.8000,13183.9140,3744.9170,-0.4810,3341.1980,1157.8990,,620.6310,115.3350,A
001075,2012-06-30,2012,2,INDL,C,D,STD,PNW,723484101,USD,2012Q2,2012Q2,947.4160,13214.4070,3778.0350,130.1110,3371.4120,1104.3230,,878.5760,458.6350,A
001075,2012-09-30,2012,3,INDL,C,D,STD,PNW,723484101,USD,2012Q3,2012Q3,1098.8520,13460.2860,4056.2420,252.8630,3338.9510,949.3480,,1109.4750,929.4710,A
001075,2012-12-31,2012,4,INDL,C,D,STD,PNW,723484101,USD,2012Q4,2012Q4,1005.7260,13379.6150,3972.8060,30.6710,3199.0880,1083.5420,,693.1220,1171.1220,A
001075,2013-03-31,2013,1,INDL,C,D,STD,PNW,723484101,USD,2013Q1,2013Q1,871.7770,13300.9270,4014.4550,32.8360,3304.4580,891.5110,,686.6520,212.1570,A
001075,2013-06-30,2013,2,INDL,C,D,STD,PNW,723484101,USD,2013Q2,2013Q2,1066.2890,13562.6940,4032.1650,139.5980,2820.1720,1537.2180,,915.8220,454.2560,A
001075,2013-09-30,2013,3,INDL,C,D,STD,PNW,723484101,USD,2013Q3,2013Q3,1350.4860,13822.6710,4275.8040,234.7180,2820.3150,1446.9430,,1152.3920,882.3300,A
001075,2013-12-31,2013,4,INDL,C,D,STD,PNW,723484101,USD,2013Q4,2013Q4,1043.6090,13508.6860,4194.4700,32.8140,2796.4650,1618.6440,,699.7620,1153.3070,A
001075,2014-03-31,2014,1,INDL,C,D,STD,PNW,723484101,USD,2014Q1,2014Q1,897.9300,13450.7970,4222.7860,24.6910,3045.6140,1394.6430,,686.2510,249.1570,A
001075,2014-06-30,2014,2,INDL,C,D,STD,PNW,723484101,USD,2014Q2,2014Q2,999.0720,13690.3170,4233.8900,141.3840,2999.5130,1554.7070,,906.2640,465.0660,A
001075,2014-09-30,2014,3,INDL,C,D,STD,PNW,723484101,USD,2014Q3,2014Q3,1040.9320,13980.3480,4491.9160,248.0860,3037.8010,1448.5180,,1172.6670,886.9180,A
001075,2014-12-31,2014,4,INDL,C,D,STD,PNW,723484101,USD,2014Q4,2014Q4,973.4350,14313.5320,4367.4930,9.5350,3031.2150,1559.1430,,726.4500,1099.6270,A
001075,2015-03-31,2015,1,INDL,C,D,STD,PNW,723484101,USD,2015Q1,2015Q1,935.4420,14435.7030,4396.7930,20.7270,3281.3190,1373.9760,,671.2190,144.1480,A
001075,2015-06-30,2015,2,INDL,C,D,STD,PNW,723484101,USD,2015Q2,2015Q2,1031.7560,14701.4830,4392.8360,127.5070,3565.8570,1339.8590,,890.6480,394.2940,A
001075,2015-09-30,2015,3,INDL,C,D,STD,PNW,723484101,USD,2015Q3,2015Q3,1061.9790,14875.0180,4653.6510,261.9780,3257.3470,1523.3620,,1199.1460,821.3730,A
001075,2015-12-31,2015,4,INDL,C,D,STD,PNW,723484101,USD,2015Q4,2015Q4,890.5160,15028.2580,4583.9170,45.9780,3462.3910,1442.3170,,734.4300,1094.3270,A
001075,2016-03-31,2016,1,INDL,C,D,STD,PNW,723484101,USD,2016Q1,2016Q1,826.0250,15185.1010,4599.9990,9.3260,3463.0320,1585.9020,,677.1670,144.2090,A
001075,2016-06-30,2016,2,INDL,C,D,STD,PNW,723484101,USD,2016Q2,2016Q2,963.3870,15538.5650,4585.2680,126.1820,3897.8350,1478.5440,,915.3940,422.4750,A
001075,2016-09-30,2016,3,INDL,C,D,STD,PNW,723484101,USD,2016Q3,2016Q3,977.4920,15805.7260,4853.3460,267.9000,4145.3660,1109.7180,,1166.9220,765.0500,A
001075,2016-12-31,2016,4,INDL,C,D,STD,PNW,723484101,USD,2016Q4,2016Q4,822.2190,16004.2530,4803.6220,58.1190,4021.7850,1292.9460,,739.1990,1023.3900,A
001075,2017-03-31,2017,1,INDL,C,D,STD,PNW,723484101,USD,2017Q1,2017Q1,794.9960,16192.8250,4828.7760,28.1850,4273.8900,1193.8130,,677.7280,140.0510,A
001075,2017-06-30,2017,2,INDL,C,D,STD,PNW,723484101,USD,2017Q2,2017Q2,1068.2040,16669.7270,4859.4120,172.3170,4192.5200,1638.5940,,944.5870,290.5620,A
001075,2017-09-30,2017,3,INDL,C,D,STD,PNW,723484101,USD,2017Q3,2017Q3,1174.2050,16977.8670,5142.0680,280.9450,4491.0480,1303.1430,,1183.3220,771.9240,A
001075,2017-12-31,2017,4,INDL,C,D,STD,PNW,723484101,USD,2017Q4,2017Q4,1016.2880,17019.0820,5006.6900,26.5020,4789.7130,1197.8520,,759.6590,1118.0360,A
001075,2018-03-31,2018,1,INDL,C,D,STD,PNW,723484101,USD,2018Q1,2018Q1,957.4040,17148.3060,5019.7570,8.0940,4290.5330,1874.3910,,692.7140,166.8720,A
001075,2018-06-30,2018,2,INDL,C,D,STD,PNW,723484101,USD,2018Q2,2018Q2,1118.7110,17492.1730,5032.0190,171.6120,4191.5250,2238.8850,,974.1230,395.8020,A
001075,2018-09-30,2018,3,INDL,C,D,STD,PNW,723484101,USD,2018Q3,2018Q3,1207.1900,17671.9550,5353.5720,319.8850,4487.3640,1734.7880,,1268.0340,959.7630,A
001075,2018-12-31,2018,4,INDL,C,D,STD,PNW,723484101,USD,2018Q4,2018Q4,924.9910,17664.2020,5222.9150,30.9490,4638.2320,1648.9640,,756.3760,1277.1440,A
001075,2019-03-31,2019,1,INDL,C,D,STD,PNW,723484101,USD,2019Q1,2019Q1,876.3890,17854.1070,5251.0620,22.7910,4939.8120,1591.3040,,740.5300,173.4320,A
001075,2019-06-30,2019,2,INDL,C,D,STD,PNW,723484101,USD,2019Q2,2019Q2,1028.5670,18165.6660,5233.0780,149.0190,4939.8840,1900.9610,,869.5010,345.9340,A
001075,2019-09-30,2019,3,INDL,C,D,STD,PNW,723484101,USD,2019Q3,2019Q3,1133.1550,18377.5660,5552.6660,317.1490,5037.4680,1586.7460,,1190.7870,834.7610,A
001075,2019-12-31,2019,4,INDL,C,D,STD,PNW,723484101,USD,2019Q4,2019Q4,1030.0300,18479.2470,5430.6480,68.8540,4884.4300,2078.3650,,670.3910,956.7260,A
001075,2020-03-31,2020,1,INDL,C,D,STD,PNW,723484101,USD,2020Q1,2020Q1,1078.3070,18561.7600,5469.4180,34.8660,4884.5220,2295.4880,,661.9300,183.6280,A
001075,2020-06-30,2020,2,INDL,C,D,STD,PNW,723484101,USD,2020Q2,2020Q2,1147.0890,19307.3880,5489.5620,198.4590,6331.7820,1496.3630,,929.5900,369.0320,A
001075,2020-09-30,2020,3,INDL,C,D,STD,PNW,723484101,USD,2020Q3,2020Q3,1454.6860,19751.4210,5841.3860,351.2450,6674.9100,1244.7840,,1254.5010,772.0190,A
001075,2020-12-31,2020,4,INDL,C,D,STD,PNW,723484101,USD,2020Q4,2020Q4,1198.3190,20020.4210,5633.5030,-14.5180,6675.6020,1360.4330,,740.9610,966.3650,A
001075,2021-03-31,2021,1,INDL,C,D,STD,PNW,723484101,USD,2021Q1,2021Q1,1169.7840,20184.6580,5682.5160,40.5140,6825.5420,1330.5430,,696.4750,202.0120,A
001075,2021-06-30,2021,2,INDL,C,D,STD,PNW,723484101,USD,2021Q2,2021Q2,1523.1830,21061.5780,5717.6240,219.4360,6863.0910,2023.2680,,1000.2490,312.3500,A
001075,2021-09-30,2021,3,INDL,C,D,STD,PNW,723484101,USD,2021Q3,2021Q3,1709.1480,21536.4240,6064.8830,344.1040,7241.9930,1649.2570,,1308.2540,660.5130,A
001075,2021-12-31,2021,4,INDL,C,D,STD,PNW,723484101,USD,2021Q4,2021Q4,1551.1000,22003.2220,5906.2000,31.8900,7642.1360,1756.8690,,798.8570,860.0140,A
001075,2022-03-31,2022,1,INDL,C,D,STD,PNW,723484101,USD,2022Q1,2022Q1,1594.5930,22200.9540,5930.5700,21.2620,7962.3420,1596.7300,,783.5310,340.6080,A
001075,2022-06-30,2022,2,INDL,C,D,STD,PNW,723484101,USD,2022Q2,2022Q2,1798.1480,22501.4800,5908.2790,168.6180,7951.8060,2022.4480,,1061.6690,588.2860,A
001075,2022-09-30,2022,3,INDL,C,D,STD,PNW,723484101,USD,2022Q3,2022Q3,2016.5570,22844.5980,6244.5630,330.6320,7986.7780,2060.9040,,1469.8710,1031.9140,A
001075,2022-12-31,2022,4,INDL,C,D,STD,PNW,723484101,USD,2022Q4,2022Q4,1750.5540,22723.4050,6048.6470,-19.6860,8380.5330,1762.1410,,1009.3140,1241.4410,A
001075,2023-03-31,2023,1,INDL,C,D,STD,PNW,723484101,USD,2023Q1,2023Q1,1748.3860,23580.3730,6048.9160,1.0090,9157.1380,1724.3290,,944.9550,211.6050,A
001075,2023-06-30,2023,2,INDL,C,D,STD,PNW,723484101,USD,2023Q2,2023Q2,1851.7370,23979.3420,5966.9240,110.9690,9385.8530,1932.5810,,1121.7030,437.6130,A
001078,2010-03-31,2010,1,INDL,C,D,STD,ABT,002824100,USD,2010Q1,2010Q1,17690.6780,53358.6220,20860.0990,1004.0000,10878.6490,15183.4850,17162.7970,7698.3540,1522.7520,A
001078,2010-06-30,2010,2,INDL,C,D,STD,ABT,002824100,USD,2010Q2,2010Q2,19915.3070,53381.4020,19911.7090,1295.0000,12612.6550,14689.2600,18697.5080,8826.0140,3871.0490,A
001078,2010-09-30,2010,3,INDL,C,D,STD,ABT,002824100,USD,2010Q3,2010Q3,19447.4200,57373.6200,21403.9320,894.0000,12910.6810,15583.8710,20307.0250,8674.5050,6419.4620,A
001078,2010-12-31,2010,4,INDL,C,D,STD,ABT,002824100,USD,2010Q4,2010Q4,22317.5290,59462.2660,22388.1350,1442.0000,12523.5170,17262.4340,19723.3680,9967.8480,8735.9810,A
001078,2011-03-31,2011,1,INDL,C,D,STD,ABT,002824100,USD,2011Q1,2011Q1,23647.1320,61651.3630,24629.6500,864.8180,12530.2460,17225.1030,19705.9280,9040.8500,2011.1460,A
001078,2011-06-30,2011,2,INDL,C,D,STD,ABT,002824100,USD,2011Q2,2011Q2,24132.1780,62004.2410,26378.8530,1944.7820,12627.7610,15839.9280,19694.6100,9616.2910,4514.2980,A
001078,2011-09-30,2011,3,INDL,C,D,STD,ABT,002824100,USD,2011Q3,2011Q3,23094.4160,59628.1760,24603.8000,306.0000,13096.7670,15413.9610,19525.2430,9816.6650,7568.7280,A
001078,2011-12-31,2011,4,INDL,C,D,STD,ABT,002824100,USD,2011Q4,2011Q4,23768.7740,60276.8930,24439.8330,1622.4490,12039.8220,15480.2280,20270.5200,10377.4530,8970.0770,A
001078,2012-03-31,2012,1,INDL,C,D,STD,ABT,002824100,USD,2012Q1,2012Q1,25602.1310,62415.8010,25453.6910,1244.1240,11861.5050,16785.9230,20086.4440,5283.6850,2224.9300,A
001078,2012-06-30,2012,2,INDL,C,D,STD,ABT,002824100,USD,2012Q2,2012Q2,26257.4920,61859.7900,24486.9600,1727.6120,12004.0920,17120.4670,20166.8380,5313.2970,4291.7590,A
001078,2012-09-30,2012,3,INDL,C,D,STD,ABT,002824100,USD,2012Q3,2012Q3,27264.2440,63257.7380,27014.1750,1942.8030,12054.6400,16285.9780,19867.4190,5264.7870,7811.2610,A
001078,2012-12-31,2012,4,INDL,C,D,STD,ABT,002824100,USD,2012Q4,2012Q4,31322.5830,67234.9440,26720.9610,1060.4610,18085.3020,13280.1760,27141.5360,5632.2310,9314.4010,A
001078,2013-03-31,2013,1,INDL,C,D,STD,ABT,002824100,USD,2013Q1,2013Q1,19096.8680,42686.6130,22588.1860,547.0000,3466.5760,10406.3260,9597.0120,5377.8950,460.2550,A
001078,2013-06-30,2013,2,INDL,C,D,STD,ABT,002824100,USD,2013Q2,2013Q2,19831.1240,42903.3460,22336.0640,480.0000,3410.7590,10919.6140,9556.0860,4440.1050,1176.8140,A
001078,2013-09-30,2013,3,INDL,C,D,STD,ABT,002824100,USD,2013Q3,2013Q3,19748.9490,44132.4770,23696.2370,969.0000,3403.0690,11331.6650,9012.8810,4825.0000,1698.9390,A
001078,2013-12-31,2013,4,INDL,C,D,STD,ABT,002824100,USD,2013Q4,2013Q4,19247.0000,42953.0000,25171.0000,593.0000,3388.0000,9507.0000,8179.0000,5014.0000,3324.0000,A
001078,2014-03-31,2014,1,INDL,C,D,STD,ABT,002824100,USD,2014Q1,2014Q1,17931.0000,41662.0000,23390.0000,378.0000,3387.0000,10186.0000,7987.0000,4755.0000,336.0000,A
001078,2014-06-30,2014,2,INDL,C,D,STD,ABT,002824100,USD,2014Q2,2014Q2,18258.0000,41475.0000,23602.0000,469.0000,3403.0000,9853.0000,7918.0000,5057.0000,1236.0000,A
001078,2014-09-30,2014,3,INDL,C,D,STD,ABT,002824100,USD,2014Q3,2014Q3,16464.0000,42514.0000,22888.0000,543.0000,3719.0000,10823.0000,8698.0000,5079.0000,2437.0000,A
001078,2014-12-31,2014,4,INDL,C,D,STD,ABT,002824100,USD,2014Q4,2014Q4,15261.0000,41275.0000,21526.0000,894.0000,3408.0000,10532.0000,9104.0000,5356.0000,3675.0000,A
001078,2015-03-31,2015,1,INDL,C,D,STD,ABT,002824100,USD,2015Q1,2015Q1,19985.0000,43095.0000,21874.0000,2296.0000,5931.0000,9206.0000,11901.0000,4897.0000,2.0000,A
001078,2015-06-30,2015,2,INDL,C,D,STD,ABT,002824100,USD,2015Q2,2015Q2,21131.0000,44125.0000,23008.0000,789.0000,5862.0000,9185.0000,11814.0000,5170.0000,943.0000,A
001078,2015-09-30,2015,3,INDL,C,D,STD,ABT,002824100,USD,2015Q3,2015Q3,15894.0000,41725.0000,21111.0000,583.0000,5798.0000,8755.0000,11751.0000,5150.0000,2138.0000,A
001078,2015-12-31,2015,4,INDL,C,D,STD,ABT,002824100,USD,2015Q4,2015Q4,14155.0000,41247.0000,21211.0000,755.0000,5871.0000,9186.0000,10735.0000,5188.0000,2966.0000,A
001078,2016-03-31,2016,1,INDL,C,D,STD,ABT,002824100,USD,2016Q1,2016Q1,12406.0000,39637.0000,20722.0000,320.0000,5977.0000,8393.0000,10402.0000,4885.0000,-93.0000,A
001078,2016-06-30,2016,2,INDL,C,D,STD,ABT,002824100,USD,2016Q2,2016Q2,12988.0000,39831.0000,20675.0000,619.0000,6016.0000,8673.0000,10363.0000,5333.0000,816.0000,A
001078,2016-09-30,2016,3,INDL,C,D,STD,ABT,002824100,USD,2016Q3,2016Q3,12978.0000,39497.0000,20776.0000,-324.0000,5975.0000,8321.0000,10280.0000,5302.0000,2033.0000,A
001078,2016-12-31,2016,4,INDL,C,D,STD,ABT,002824100,USD,2016Q4,2016Q4,26776.0000,52666.0000,20538.0000,785.0000,20681.0000,6660.0000,25289.0000,5333.0000,3203.0000,A
